"ano","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","codigo_da_area","area_de_avaliacao","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","nota_bruta_fg","nota_padronizada_fg","nota_bruta_ce","nota_padronizada_ce","conceito_enade_.continuo.","concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","nota_padronizada_idd","nota_bruta_._organizacao_didatico.pedagogica","nota_padronizada_organizacao_didatico.pedagogica","nota_bruta_._infraestrutura_e_instalacoes_fisicas","nota_padronizada_infraestrutura_e_instalacoes_fisicas","nota_bruta_._oportunidade_de_ampliacao_da_formacao","nota_padronizada_oportunidade_de_ampliacao_da_formacao","nota_bruta_mestres","nota_padronizada_mestres","nota_bruta_doutores","nota_padronizada_doutores","nota_bruta_._regime_de_trabalho","nota_padronizada_regime_de_trabalho","cpc_.continuo.","cpc_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1166898,26,"DESIGN","Educação Presencial",4212908,"Pinhalzinho","SC",16,16,37.818,2.085,46.793,2.241,2.202,9,"0.562",4.335,4.531,5.997,5,6,5,6,5,1,5,0.636,3.102,1,5,3.992,"5","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1167086,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4217204,"São Miguel do Oeste","SC",25,22,29.559,2.539,38.822,2.181,2.271,18,"0.818",-0.232,2.483,5.944,4.846,5.933,4.839,5.925,4.88,1,5,0.714,3.571,1,5,3.336,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1169186,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4217204,"São Miguel do Oeste","SC",14,12,41.85,3.169,39.083,2.577,2.725,10,"0.833",2.217,3.722,6,5,6,5,6,5,1,5,0.666,3.333,0.933,4.571,3.815,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1192197,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4219309,"Videira","SC",30,30,30.163,2.628,41.243,2.541,2.563,24,"0.8",0.498,2.769,5.283,3.016,5.187,3.037,4.797,3.067,1,5,0.611,3.055,1,5,3.145,"4","X"
"2021",82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","UNOESC","Universidade","Privada sem fins lucrativos",1446218,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4209003,"Joaçaba","SC",17,16,35.318,3.389,44.737,3.061,3.143,9,"0.562",1.833,3.29,5.615,3.936,5.816,4.558,5.714,4.54,1,5,0.631,3.157,1,5,3.64,"4","X"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3925,2402,"HISTÓRIA (LICENCIATURA)","Educação Presencial",4208203,"Itajaí","SC",18,16,47.962,4.202,64.712,4.286,4.265,15,"0.937",5.653,4.626,5.485,3.316,5.426,3.94,4.633,2.758,1,5,0.538,2.692,0.923,4.487,4.102,"5","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",3935,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4208203,"Itajaí","SC",23,18,33.294,1.934,41.188,2.822,2.6,11,"0.611",2.985,4.084,4.651,1.913,5.184,3.197,4.478,2.804,1,5,0.394,1.973,0.789,3.646,3.267,"4","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",19431,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4208203,"Itajaí","SC",32,27,37.503,2.328,49.062,3.375,3.113,22,"0.814",1.08,2.937,5.075,2.297,5.262,3.393,4.555,2.811,0.942,3.914,0.628,2.523,0.685,2.285,2.906,"3","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",19437,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4216602,"São José","SC",25,24,39.545,2.837,46.066,3.392,3.253,16,"0.666",1.295,3.286,5.041,2.806,5.413,3.703,4.902,3.416,1,5,0.458,2.291,0.791,3.66,3.275,"4","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",72445,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4208203,"Itajaí","SC",6,4,39.875,3.7,42,2.747,2.985,2,"0.5",1.072,2.817,5.894,4.704,5.722,4.404,5.892,4.825,0.857,3.888,0.285,1.428,0.714,3.412,3.038,"4","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",87502,904,"LETRAS-PORTUGUÊS (LICENCIATURA)","Educação Presencial",4208203,"Itajaí","SC",3,2,50.6,4.482,59.1,3.903,4.048,2,"1",-2.937,1.098,4.521,0,5.104,3.058,4.6,2.375,0.916,4.114,0.416,2.083,0.833,3.749,2.308,"3","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",90977,4301,"MÚSICA (LICENCIATURA)","Educação Presencial",4208203,"Itajaí","SC",7,5,40.42,3.071,46.92,2.143,2.375,4,"0.8",0.983,2.498,5.629,3.877,5.746,4.504,4.649,2.519,0.785,2.321,0.357,1.785,0.571,1.142,2.456,"3","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",115340,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4208203,"Itajaí","SC",45,42,33.978,3.191,44.264,2.991,3.041,28,"0.666",0.809,2.89,5.19,2.759,5.113,2.859,4.892,3.219,0.916,4.28,0.472,2.361,0.861,4.206,3.041,"4","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",121260,2001,"PEDAGOGIA (LICENCIATURA)","Educação a Distância",4208203,"Itajaí","SC",50,35,31.725,2.613,48.171,3.065,2.952,17,"0.485",0.602,2.669,5.155,2.045,5.241,3.258,4.755,2.648,0.913,4.371,0.434,2.173,0.652,3.127,2.795,"3","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",121288,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4202305,"Biguaçu","SC",11,11,24.872,1.715,29.081,1.358,1.447,8,"0.727",-3.006,1.657,5.702,4.167,5.848,4.674,5.625,4.39,1,5,0.25,1.25,0.75,3.611,2.358,"3","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1205579,702,"MATEMÁTICA (LICENCIATURA)","Educação Presencial",4208203,"Itajaí","SC",7,4,39.9,2.994,44.1,2.25,2.436,4,"1",-2.999,1.315,5.029,2.257,5.055,2.841,4.535,2.359,1,5,0.5,2.5,1,5,2.443,"3","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1259274,26,"DESIGN","Educação Presencial",4202008,"Balneário Camboriú","SC",9,8,40.475,2.521,45.262,1.911,2.063,7,"0.875",-2.839,1.242,4.503,0.33,4.995,3.081,2.945,0,0.809,2.619,0.19,0.776,0.666,2.738,1.544,"2","-"
"2021",83,"UNIVERSIDADE DO VALE DO ITAJAÍ","UNIVALI","Universidade","Privada sem fins lucrativos",1484075,72,"TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS","Educação a Distância",4208203,"Itajaí","SC",10,9,25.166,1.312,23.2,1.427,1.398,4,"0.444",-3.148,1.444,5.096,3.312,5.729,4.417,5.126,3.831,0.909,4.318,0.181,0.909,0.545,2.593,2.005,"3","-"
"2021",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",19879,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4202909,"Brusque","SC",8,8,37.712,3.532,59.187,4.503,4.26,4,"0.5",13.318,5,6,5,6,5,6,5,1,5,0.285,1.428,0.809,3.974,4.239,"5","-"
"2021",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",58006,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4202909,"Brusque","SC",13,10,36.31,2.633,41.45,2.632,2.632,6,"0.6",-1.095,1.95,5.576,4.042,5.795,4.558,5.423,4.107,0.851,3.888,0.259,1.296,0.592,2.723,2.533,"3","-"
"2021",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",79586,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4202909,"Brusque","SC",1,1,NA,NA,NA,NA,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,0.9,4.222,0.4,2,0.6,2.777,NA,"SC","-"
"2021",87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","UNIFEBE","Centro Universitário","Privada sem fins lucrativos",109923,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4202909,"Brusque","SC",7,7,42.457,4.443,53.457,4.359,4.38,2,"0.285",10.689,5,5.923,4.787,5.936,4.846,5.857,4.77,0.925,4.36,0.444,2.222,0.703,3.306,4.255,"5","-"
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",21018,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4204301,"Concórdia","SC",1,0,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,"SC",""
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",150063,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4210100,"Mafra","SC",13,13,26.538,2.093,39.669,2.307,2.254,8,"0.615",0.664,2.833,5.534,3.713,5.253,3.197,4.801,3.074,0.6,1.545,0.4,2,1,5,2.748,"3",""
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",321040,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4204301,"Concórdia","SC",6,6,28.933,1.126,35.766,1.478,1.39,6,"1",-2.729,1.229,5.467,3.444,5.657,4.254,5.595,4.386,1,5,0.714,3.095,1,5,2.503,"3",""
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",1142158,2001,"PEDAGOGIA (LICENCIATURA)","Educação a Distância",4210100,"Mafra","SC",10,7,29.771,2.313,35.285,1.382,1.615,4,"0.571",-3.165,1.22,4.851,0.983,4.48,1.511,3.392,0.072,1,5,0.2,1,1,5,1.801,"2",""
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",1363765,904,"LETRAS-PORTUGUÊS (LICENCIATURA)","Educação a Distância",4210100,"Mafra","SC",1,1,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.25,1.25,1,5,NA,"SC",""
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",1441024,2402,"HISTÓRIA (LICENCIATURA)","Educação a Distância",4210100,"Mafra","SC",1,1,NA,NA,NA,NA,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,1,5,0.8,4,1,5,NA,"SC",""
"2021",441,"UNIVERSIDADE DO CONTESTADO","UNC","Universidade","Privada sem fins lucrativos",5000462,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4204301,"Concórdia","SC",5,3,16.9,0.67,46.233,3.284,2.63,3,"1",0.077,2.604,5.432,3.43,5.666,4.195,5.464,4.138,1,5,0,0,1,5,2.758,"3",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",9892,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",44,34,29.408,2.315,40.141,2.547,2.489,24,"0.705",0.355,2.613,5.811,4.472,5.857,4.693,5.6,4.349,0.766,3.185,0.3,1.5,0.6,2.777,2.763,"3",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",9897,2402,"HISTÓRIA (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",13,10,35.17,2.163,55.05,3.355,3.057,10,"1",2.894,3.736,5.842,4.486,5.844,4.712,5.551,4.264,0.916,4.027,0.5,2.5,0.833,3.888,3.566,"4",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",17937,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4204608,"Criciúma","SC",72,41,35.624,2.27,28.243,1.312,1.551,31,"0.756",-0.567,2.406,5.151,3.057,5.662,4.254,5.224,3.88,0.7,1.4,0.233,1.166,0.666,2.857,2.185,"3",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",19443,1602,"CIÊNCIAS BIOLÓGICAS (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",13,10,35.7,2.284,42.86,2.286,2.285,8,"0.8",2.129,3.211,5.598,3.897,5.842,4.678,5.427,4.03,1,5,0.692,3.461,0.923,4.374,3.43,"4",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",20315,702,"MATEMÁTICA (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",13,11,34.072,2.165,42.663,2.111,2.125,9,"0.818",1.121,2.822,5.687,4.116,5.826,4.603,5.572,4.229,0.923,4.423,0.5,2.5,0.807,3.557,3.03,"4",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",69428,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4204608,"Criciúma","SC",28,24,35.858,2.097,43.504,2.582,2.461,19,"0.791",-0.727,2.127,5.664,4.019,5.876,4.731,5.32,3.971,0.961,4.269,0.576,2.179,0.73,2.674,2.721,"3",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",69430,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4204608,"Criciúma","SC",44,38,34.207,3.225,45.355,3.153,3.171,22,"0.578",0.056,2.596,5.79,4.419,5.866,4.678,5.613,4.379,0.805,3.32,0.361,1.805,0.638,2.936,2.958,"4",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",102012,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",56,45,34.384,3.021,45.566,2.724,2.799,30,"0.666",1.684,3.085,5.614,3.651,5.623,4.135,5.377,3.823,0.925,4.465,0.407,2.037,0.814,4.002,3.156,"4",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",119216,2501,"ARTES VISUAIS (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",17,14,34.428,2.095,59.171,3.603,3.226,8,"0.571",7.758,5,5.861,4.814,5.956,5,5.837,5,0.892,4.025,0.321,1.607,0.714,2.999,3.899,"4",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",150161,26,"DESIGN","Educação Presencial",4204608,"Criciúma","SC",12,10,27.71,0.427,36.41,0,0.106,8,"0.8",-3.471,0.953,5.423,3.207,5.427,3.907,4.776,2.996,0.842,3.026,0.368,1.704,0.684,2.857,1.562,"2",""
"2021",482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE","UNESC","Universidade","Privada sem fins lucrativos",1265937,904,"LETRAS-PORTUGUÊS (LICENCIATURA)","Educação Presencial",4204608,"Criciúma","SC",10,8,35.85,2.523,49.212,2.738,2.684,6,"0.75",5.522,4.169,5.219,2.361,5.506,3.929,5.093,3.3,0.923,4.182,0.538,2.692,0.846,3.846,3.458,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10050,3002,"GEOGRAFIA (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",1,0,NA,NA,NA,NA,NA,0,"0",NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,5,1,5,NA,"SC",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10051,2402,"HISTÓRIA (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",15,11,43.427,3.479,47.2,2.599,2.819,11,"1",-0.904,2.511,4.47,0,4.148,1.579,3.814,1.414,1,5,0.687,3.437,0.75,3.333,2.697,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10059,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4218707,"Tubarão","SC",61,36,35.43,2.242,33.73,1.952,2.025,29,"0.805",-0.064,2.644,4.75,2.141,5.05,2.901,4.38,2.662,1,5,0.863,4.318,0.909,4.415,3.056,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",10062,1502,"QUÍMICA (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",3,2,48.45,3.864,33.65,1.677,2.224,0,"0",NA,NA,4.925,1.825,5.5,3.956,6,5,1,5,0.857,4.285,0.928,3.863,2.99,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",52046,1602,"CIÊNCIAS BIOLÓGICAS (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",17,12,31.458,1.753,44.941,2.544,2.346,9,"0.75",0.494,2.626,4.689,1.401,4.718,2.378,4.247,2.032,1,5,0.571,2.857,0.666,2.291,2.638,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",52068,702,"MATEMÁTICA (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",16,12,36.508,2.511,39.208,1.777,1.96,10,"0.833",-4.083,0.919,5.175,2.67,5.228,3.237,4.386,2.091,1,5,0.75,3.75,0.75,3.125,2.3,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",61072,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4211900,"Palhoça","SC",36,26,27.546,2.242,34.584,1.55,1.723,18,"0.692",-2.649,1.539,4.875,1.891,5.176,3.011,4.157,2.038,1,5,0.565,2.826,0.608,2.763,2.233,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",64972,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4211900,"Palhoça","SC",30,17,33.905,2.301,39.805,2.341,2.331,13,"0.764",-0.758,2.077,4.427,1.446,4.958,2.749,4.56,2.771,1,5,0.75,3.75,0.75,3.602,2.716,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",67643,3501,"EDUCAÇÃO FÍSICA (BACHARELADO)","Educação Presencial",4218707,"Tubarão","SC",62,47,28.987,2.455,37.738,2.02,2.128,26,"0.553",-0.92,2.214,5.08,2.456,5.178,3.016,4.38,2.397,1,5,0.545,2.727,0.59,2.662,2.579,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",72573,26,"DESIGN","Educação Presencial",4205407,"Florianópolis","SC",41,26,43.53,3.022,48.757,2.665,2.754,18,"0.692",1.434,3.202,4.563,0.517,4.783,2.676,3.915,1.587,1,5,0.846,4.197,0.846,3.956,3.185,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",72638,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",40,25,26.144,1.884,31.424,1.61,1.678,20,"0.8",-1.377,2.12,5.157,2.645,5.204,3.293,4.791,3.03,1,5,0.583,2.916,0.625,2.916,2.547,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",94387,6409,"TECNOLOGIA EM GESTÃO DA TECNOLOGIA DA INFORMAÇÃO","Educação a Distância",4218707,"Tubarão","SC",110,34,38.967,3.762,43.794,3.042,3.222,3,"0.088",NA,NA,4.807,2.51,5.235,3.288,4.527,2.886,1,5,0.733,3.666,0.8,3.937,3.417,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",95205,2001,"PEDAGOGIA (LICENCIATURA)","Educação a Distância",4218707,"Tubarão","SC",45,18,30.377,2.406,51.95,3.558,3.27,3,"0.166",NA,NA,5.15,2.028,5.084,2.898,4.785,2.705,0.933,4.518,0.666,3.333,0.666,3.205,3.242,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",95221,702,"MATEMÁTICA (LICENCIATURA)","Educação a Distância",4218707,"Tubarão","SC",15,8,42.637,3.383,51.662,2.982,3.083,4,"0.5",-0.442,2.25,5.326,3.096,5.502,3.863,4.615,2.502,1,5,0.75,3.75,0.75,3.125,3.064,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",110414,3201,"FILOSOFIA (BACHARELADO)","Educação a Distância",4218707,"Tubarão","SC",46,23,41.756,2.966,56.473,3.416,3.303,2,"0.086",NA,NA,5.295,2.926,5.509,4.036,4.389,2.306,1,5,0.466,2.333,0.6,2.733,3.226,"4",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",112248,2001,"PEDAGOGIA (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",37,32,28.25,2.079,41.181,2.152,2.134,25,"0.781",0.108,2.479,5.31,2.586,5.127,2.995,5.071,3.244,0.928,4.484,0.642,3.214,0.642,3.076,2.768,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",352046,1601,"CIÊNCIAS BIOLÓGICAS (BACHARELADO)","Educação Presencial",4218707,"Tubarão","SC",28,24,46.204,3.548,47.962,3.218,3.3,22,"0.916",1.127,2.958,4.854,1.651,4.953,2.722,4.129,2.166,1,5,0.571,2.142,0.666,2.121,2.865,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",1117890,4006,"SISTEMAS DE INFORMAÇÃO","Educação Presencial",4205407,"Florianópolis","SC",51,33,35.154,2.474,40.093,2.392,2.412,23,"0.696",-0.235,2.272,4.789,2.264,5.153,3.172,4.883,3.27,0.941,4.558,0.705,3.529,0.764,3.685,2.835,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",1264608,904,"LETRAS-PORTUGUÊS (LICENCIATURA)","Educação Presencial",4218707,"Tubarão","SC",15,12,36.708,2.637,42.025,1.89,2.077,11,"0.916",-0.835,1.861,4.896,1.267,5.009,2.852,4.229,1.679,1,5,0.416,2.083,0.5,1.25,2.127,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",1291963,1501,"QUÍMICA (BACHARELADO)","Educação Presencial",4218707,"Tubarão","SC",10,6,29.616,1.422,23.633,0.412,0.665,4,"0.666",-3.252,0,3.945,0,4.355,0.459,3.7,0.459,1,5,0.857,4.017,0.928,4.183,1.458,"2",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",1315421,72,"TECNOLOGIA EM ANÁLISE E DESENVOLVIMENTO DE SISTEMAS","Educação Presencial",4205407,"Florianópolis","SC",10,7,21.828,0.786,29.114,2.27,1.899,4,"0.571",-7.755,0,4.523,2.242,4.847,2.518,4.602,3.129,1,5,0.8,4,0.9,4.47,2.062,"3",""
"2021",494,"UNIVERSIDADE DO SUL DE SANTA CATARINA","UNISUL","Universidade","Privada sem fins lucrativos",1457054,2401,"HISTÓRIA (BACHARELADO)","Educação a Distância",4218707,"Tubarão","SC",11,8,47,3.052,50.612,2.075,2.319,1,"0.125",NA,NA,5.314,3.568,5.3,3.682,4.965,3.794,1,5,0.687,2.786,0.75,2.916,2.834,"3",""
"2021",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14217,4004,"CIÊNCIA DA COMPUTAÇÃO (BACHARELADO)","Educação Presencial",4205407,"Florianópolis","SC",99,79,46.736,3.875,52.637,4.158,4.088,73,"0.924",-0.471,2.452,4.524,1.623,4.958,2.697,4.659,3.065,0.977,4.727,0.954,4.772,1,5,3.454,"4",""
"2021",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14218,1602,"CIÊNCIAS BIOLÓGICAS (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",46,38,52.605,4.399,64.255,4.936,4.802,37,"0.973",1.653,3.041,5.335,3.175,4.877,2.703,4.715,2.825,1,5,0.971,4.857,1,5,3.947,"5",""
"2021",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14221,5402,"CIÊNCIAS SOCIAIS (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",82,38,45.671,3.159,55.652,3.846,3.675,25,"0.657",0.052,1.917,5.163,2.271,4.995,3.399,4.534,2.622,1,5,0.927,4.545,1,5,3.243,"4",""
"2021",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14224,3502,"EDUCAÇÃO FÍSICA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",63,54,36.031,3.191,48.84,3.482,3.41,39,"0.722",-0.229,2.446,4.875,1.855,4.942,2.73,4.408,2.407,1,5,0.933,4.666,1,5,3.324,"4",""
"2021",585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA","UFSC","Universidade","Pública Federal",14228,3202,"FILOSOFIA (LICENCIATURA)","Educação Presencial",4205407,"Florianópolis","SC",40,15,47.006,3.041,66.253,4.044,3.793,11,"0.733",2.001,3.068,5.155,2.225,5.076,3.167,4.338,2.044,1,5,1,5,1,5,3.709,"4",""
