"ano","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","codigo_da_area","area_de_avaliacao","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","nota_bruta_fg","nota_padronizada_fg","nota_bruta_ce","nota_padronizada_ce","conceito_enade_.continuo.","concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","nota_padronizada_idd","nota_bruta_._organizacao_didatico.pedagogica","nota_padronizada_organizacao_didatico.pedagogica","nota_bruta_._infraestrutura_e_instalacoes_fisicas","nota_padronizada_infraestrutura_e_instalacoes_fisicas","nota_bruta_._oportunidade_de_ampliacao_da_formacao","nota_padronizada_oportunidade_de_ampliacao_da_formacao","nota_bruta_mestres","nota_padronizada_mestres","nota_bruta_doutores","nota_padronizada_doutores","nota_bruta_._regime_de_trabalho","nota_padronizada_regime_de_trabalho","cpc_.continuo.","cpc_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2022",2896,"Centro Universitário SATC","UniSATC","Centro Universitário","Privada sem fins lucrativos",94973,803,"JORNALISMO","Educação Presencial",4204608,"Criciúma","SC",6,6,70.5,3.794084187,58.56666667,3.293701708,3.418,4,"0,666666667",-0.292296057,2.264009784,5.964285714,4.910752006,5.968181818,4.934663986,5.715277778,4.527921704,0.916666667,4.16666667,0.583333333,2.916666665,1,5,3.329400532,"4","X"
"2022",2896,"Centro Universitário SATC","UniSATC","Centro Universitário","Privada sem fins lucrativos",1161219,804,"PUBLICIDADE E PROPAGANDA","Educação Presencial",4204608,"Criciúma","SC",29,27,61.12222222,3.202789265,56.74444444,3.839953944,3.68,20,"0,740740741",4.149643341,3.822231061,5.756279435,4.466861264,5.801461039,4.603848147,5.629039116,4.480871066,1,5,0.833333333,4.166666665,0.916666667,4.537037039,4.091419983,"5","X"
"2022",2903,"FACULDADE CONCÓRDIA","FACC","Faculdade","Privada com fins lucrativos",67919,1,"ADMINISTRAÇÃO","Educação Presencial",4204301,"Concórdia","SC",10,8,37.875,1.04178758,32.6875,1.744614512,1.568,6,"0,75",-1.03447483,1.905777079,5.407142857,3.433962264,4.973737374,2.558736887,4.819047619,3.183150183,0.5,1.818181819,0,0,0.6,3,1.807229939,"2","-"
"2022",2903,"FACULDADE CONCÓRDIA","FACC","Faculdade","Privada com fins lucrativos",67923,22,"CIÊNCIAS CONTÁBEIS","Educação Presencial",4204301,"Concórdia","SC",6,6,40.11666667,1.50286864,23.21666667,2.334006564,2.126,5,"0,833333333",-0.240390595,2.353301371,4.297619048,1.263999269,3.937878788,0.869749939,3.264880952,1.165720961,0.555555556,2.333333335,0,0,0.666666667,3.333333335,1.841330363,"2","-"
"2022",2903,"FACULDADE CONCÓRDIA","FACC","Faculdade","Privada com fins lucrativos",1033573,2,"DIREITO","Educação Presencial",4204301,"Concórdia","SC",16,15,48.49333333,1.489589712,38.38,2.098080361,1.945,12,"0,8",-2.734066456,1.785781581,5.035714286,2.500000001,4.229301948,1.282770821,3.556175595,1.281136775,0.555555556,1.944444446,0,0,0.333333333,1.666666665,1.568715387,"2","-"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3836,1,"ADMINISTRAÇÃO","Educação Presencial",4204202,"Chapecó","SC",41,36,48.13888889,2.233185013,39.97222222,2.570546737,2.486,30,"0,833333333",2.646338187,3.178061874,5.600355527,3.944335354,5.705347594,4.299083849,5.475,4.192307692,1,5,0.36,1.8,0.96,4.8,3.230149953,"4","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",51918,1,"ADMINISTRAÇÃO","Educação Presencial",4216909,"São Lourenço do Oeste","SC",17,11,44.05454545,1.759088271,31.62727273,1.624407339,1.658,8,"0,727272727",-2.323560571,1.460200469,5.75,4.339622642,5.745454546,4.394489859,5.7875,4.673076923,0.875,4.204545455,0.0625,0.3125,0.9375,4.6875,2.218487202,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1438361,1,"ADMINISTRAÇÃO","Educação a Distância",4204202,"Chapecó","SC",15,9,47.84444444,2.1990069,35.07777778,2.015621063,2.061,3,"0,333333333",-1.599090793,1.710615766,5.693877551,4.191374663,5.691197691,4.265424203,5.548894558,4.305991628,1,5,0.285714286,1.42857143,0.857142857,4.285714285,2.556997409,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3837,22,"CIÊNCIAS CONTÁBEIS","Educação Presencial",4204202,"Chapecó","SC",61,45,56.37777778,3.439855215,25.60444444,2.876546327,3.017,39,"0,866666667",2.221392167,3.770452046,5.879588497,4.735748064,5.883752418,4.767166169,5.877659575,4.828494731,1,5,0.4,2,0.96,4.8,3.672384707,"4","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",83545,22,"CIÊNCIAS CONTÁBEIS","Educação Presencial",4216909,"São Lourenço do Oeste","SC",18,15,43.47333333,1.90270714,21.60666667,1.968189851,1.951,13,"0,866666667",-1.281925927,1.753730799,5.895238095,4.770092262,5.884242424,4.768147608,5.683333333,4.556074766,0.846153846,4.076923076,0,0,0.769230769,3.846153845,2.308466553,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1438362,22,"CIÊNCIAS CONTÁBEIS","Educação a Distância",4204202,"Chapecó","SC",14,12,61.8,4.085737995,27.45,3.295884878,3.493,2,"0,166666667",0,0,5.681318681,4.300630309,5.783216783,4.565802005,5.394230769,4.150790798,1,5,0.266666667,1.333333335,0.933333333,4.666666665,3.50094863,"4","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3856,13,"CIÊNCIAS ECONÔMICAS","Educação Presencial",4204202,"Chapecó","SC",18,12,50.64166667,0.91433964,30.13333333,1.441189337,1.309,12,"1",-1.436180578,1.742095954,5.285714286,3.214285715,5.278787879,3.413333334,5.291666667,3.965517242,1,5,0.142857143,0.714285715,0.857142857,3.949579831,2.160866337,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3840,2,"DIREITO","Educação Presencial",4204202,"Chapecó","SC",84,79,53.40886076,2.053987381,36.32911392,1.827115386,1.883,66,"0,835443038",-0.767374457,2.303288421,5.30562897,3.199778812,5.370771001,3.679058582,5.100286317,3.630870483,0.934782609,4.551630437,0.282608696,1.41304348,0.934782609,4.673913045,2.60149801,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1149767,2,"DIREITO","Educação Presencial",4216909,"São Lourenço do Oeste","SC",19,19,55.6,2.305572566,44.13157895,2.857984317,2.719,13,"0,684210526",-0.077027822,2.484943254,5.244360902,3.040935672,5.09569378,3.101588544,4.918421053,3.354118994,0.826086957,3.804347829,0.217391304,1.08695652,0.869565217,4.347826085,2.655165514,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",28741,803,"JORNALISMO","Educação Presencial",4204202,"Chapecó","SC",18,18,64.51666667,3.113386424,57.27222222,3.116547392,3.115,13,"0,722222222",1.105285342,2.831814417,5.071428571,2.679552174,4.938888889,2.821095795,4.577314815,2.641143735,0.882352941,3.82352941,0.352941176,1.76470588,0.882352941,4.294117646,2.895865683,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",17999,18,"PSICOLOGIA","Educação Presencial",4204202,"Chapecó","SC",32,29,53.70689655,1.48946526,55.33448276,2.29260287,2.091,25,"0,862068966",3.064656641,3.375822525,5.205949223,2.302184957,4.792163009,2.282013785,4.365517241,2.543010885,0.961538462,4.647435901,0.269230769,1.346153845,0.884615385,4.314903848,2.824339968,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",64937,804,"PUBLICIDADE E PROPAGANDA","Educação Presencial",4204202,"Chapecó","SC",17,16,66.25625,3.858436208,57.35,3.918393782,3.903,14,"0,875",6.543964992,4.592963697,5.12184874,3.079044119,5.072192513,3.148712711,4.892436975,3.450057574,0.85,3.687499999,0.3,1.5,0.75,3.611111111,3.635229389,"4","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407395,93,"TECNOLOGIA EM GESTÃO COMERCIAL","Educação a Distância",4204202,"Chapecó","SC",4,3,57.1,3.974069899,53.23333333,2.798647633,3.092,1,"0,333333333",0,0,5.571428571,4.032258063,5.851851852,4.633699634,5.333333333,4.102564102,1,5,0.5,2.5,1,5,3.462545199,"4","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407392,86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS","Educação a Distância",4204202,"Chapecó","SC",8,5,47.5,2.784582133,47.84,3.05751634,2.989,1,"0,2",0,0,5.265567766,3.095916431,5.351851852,3.554804805,5.05,3.733333333,1,5,0,0,1,5,2.897372839,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407393,87,"TECNOLOGIA EM GESTÃO FINANCEIRA","Educação a Distância",4204202,"Chapecó","SC",4,2,38,1.239669421,44.35,3.438883968,2.889,1,"0,5",0,0,5.928571429,4.854132902,6,5,5.15,3.866666667,1,5,0.2,1,1,5,3.199720816,"4","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407390,94,"TECNOLOGIA EM LOGÍSTICA","Educação a Distância",4204202,"Chapecó","SC",2,2,42.6,2.324962758,31.35,1.41598916,1.643,0,"0",0,0,3.714285714,0,3.681818182,0,4.333333333,2.706422018,0.5,1.833333332,0,0,1,5,1.483938458,"2","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407391,84,"TECNOLOGIA EM MARKETING","Educação a Distância",4204202,"Chapecó","SC",2,2,49.85,2.722852512,48.2,2.802348635,2.782,0,"0",0,0,4.892857143,2.823974082,5.136363636,3.303571428,4,2.611940299,1,5,0,0,1,5,2.722636167,"3","X"
"2022",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407394,85,"TECNOLOGIA EM PROCESSOS GERENCIAIS","Educação a Distância",4204202,"Chapecó","SC",12,10,42.57,1.831818182,42.97,2.417150226,2.27,2,"0,2",0.06578084,2.245942725,5.721001221,4.237479831,5.694444444,4.185608245,5.272222222,3.926229508,0.8,3.666666667,0.2,1,1,5,2.665490534,"3","X"
"2022",3155,"FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL","FATEC","Faculdade","Privada sem fins lucrativos",1259145,83,"TECNOLOGIA EM DESIGN DE MODA","Educação Presencial",4208906,"Jaraguá do Sul","SC",24,24,48.25416667,2.306053749,60.6,1.804558039,1.929,11,"0,458333333",-2.78405659,1.660727999,5.276785714,2.975,5.399242424,3.623263888,5.016865079,3.731438812,0.636363636,2.727272725,0,0,0.272727273,1.363636365,1.771633539,"2","-"
"2022",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1312315,83,"TECNOLOGIA EM DESIGN DE MODA","Educação Presencial",4201406,"Araranguá","SC",12,7,40.4,1.384512236,59.98571429,1.709665771,1.628,7,"1",-1.166463836,2.360951534,5.267857143,2.950000001,5.376136364,3.570312501,5.244791667,4.025537635,0.882352941,4.264705881,0.294117647,1.470588235,1,5,2.567853757,"3","-"
"2022",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330814,83,"TECNOLOGIA EM DESIGN DE MODA","Educação Presencial",4205902,"Gaspar","SC",25,21,50.78571429,2.603084143,68.19047619,2.97710281,2.883,16,"0,761904762",1.591245777,3.554708845,5.208050645,2.782541806,5.120610871,2.984733246,4.389015152,2.921309874,0.8125,3.828125,0.375,1.875,1,5,3.195187144,"4","-"
"2022",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1483743,83,"TECNOLOGIA EM DESIGN DE MODA","Educação Presencial",4208906,"Jaraguá do Sul","SC",20,18,59.28888889,3.600774761,73.75,3.835914617,3.777,18,"1",2.769954977,4.064948472,5.367857143,3.230000001,5.492272727,3.836458333,5.131845238,3.879800307,0.764705882,3.529411763,0.176470588,0.88235294,1,5,3.481284643,"4","-"
"2022",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1189018,88,"TECNOLOGIA EM GASTRONOMIA","Educação Presencial",4205407,"Florianópolis","SC",29,22,64.83181818,4.223122949,65.12272727,4.031482861,4.079,19,"0,863636364",6.883536202,4.904243534,5.456043956,3.74704142,5.204506605,3.249914531,5.370192308,4.073812218,0.9,4.285714286,0.533333333,2.666666665,1,5,4.174161523,"5","-"
"2022",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330818,85,"TECNOLOGIA EM PROCESSOS GERENCIAIS","Educação Presencial",4205902,"Gaspar","SC",48,33,44.55151515,2.056990358,47.95454545,3.059902702,2.809,25,"0,757575758",-0.740898743,1.490735265,5.37724118,3.297963301,5.397029506,3.392913533,5.035526316,3.57700604,1,5,0.631578947,3.157894735,1,5,2.813694551,"3","-"
"2022",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",99250,1,"ADMINISTRAÇÃO","Educação Presencial",4205407,"Florianópolis","SC",17,10,49.25,2.362159025,41.25,2.715419501,2.627,6,"0,6",-0.890257639,1.955626213,4.435714286,0.867924529,4.642727273,1.771333421,3.694166667,1.452564103,1,5,1,5,0.25,1.25,2.618615164,"3","-"
"2022",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",5000187,22,"CIÊNCIAS CONTÁBEIS","Educação Presencial",4205407,"Florianópolis","SC",12,6,52.18333333,2.940222532,26.28333333,3.030800303,3.008,6,"1",0.43707973,2.743294161,4.476190476,1.655887457,4.439393939,1.874241319,4.079166667,2.307242991,1,5,0.666666667,3.333333335,0.666666667,3.333333335,2.962368829,"4","-"
"2022",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",1388323,2,"DIREITO","Educação Presencial",4205407,"Florianópolis","SC",3,3,64.2,3.293018983,54.23333333,4.192637496,3.967,2,"0,666666667",0.71826014,2.694211894,3.523809524,0,3.721212121,0.216137056,3.041666667,0.498188407,0.916666667,4.427083335,0.583333333,2.916666665,0.666666667,3.333333335,2.779313549,"3","-"
"2022",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",1405036,18,"PSICOLOGIA","Educação Presencial",4205407,"Florianópolis","SC",1,1,0,0,0,0,0,0,"0",0,0,6,5,6,5,6,5,1,5,0.5,2.5,0.5,2.031249999,NA,"SC","-"
"2022",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",85352,88,"TECNOLOGIA EM GASTRONOMIA","Educação Presencial",4205407,"Florianópolis","SC",8,4,44,2.011677282,57.575,3.103483607,2.83,1,"0,25",0,0,3.829313544,0,3.822077922,0.208571429,3.107142857,0.745798319,0.75,3.214285714,0.75,3.75,0.5,1.875,2.530062572,"3","-"
"2022",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",17450,29,"TURISMO","Educação Presencial",4205407,"Florianópolis","SC",2,0,0,0,0,0,0,0,"0",0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,"SC","-"
"2022",3295,"FACULDADE SENAC FLORIANÓPOLIS","SENAC FLORIANÓPOLIS","Faculdade","Privada sem fins lucrativos",72109,93,"TECNOLOGIA EM GESTÃO COMERCIAL","Educação Presencial",4205407,"Florianópolis","SC",8,8,37.65,1.781285231,56.025,3.113260706,2.78,0,"0",0,0,4.776785714,2.237903225,4.930681818,2.356081418,3.129166667,1.135416667,0.818181818,3.787878787,0.090909091,0.454545455,0,0,2.195451717,"3","-"
"2022",3295,"FACULDADE SENAC FLORIANÓPOLIS","SENAC FLORIANÓPOLIS","Faculdade","Privada sem fins lucrativos",59331,85,"TECNOLOGIA EM PROCESSOS GERENCIAIS","Educação Presencial",4205407,"Florianópolis","SC",1,1,0,0,0,0,0,1,"1",0,0,5.571428571,3.828688929,5.636363636,4.030806506,4.166666667,2.295081968,0,0,0,0,0,0,NA,"SC","-"
"2022",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",84415,1,"ADMINISTRAÇÃO","Educação Presencial",4202008,"Balneário Camboriú","SC",6,5,55.64,3.103888566,53.66,4.12244898,3.867,4,"0,8",1.82921963,2.89562223,4.972527473,2.285921627,5.052467533,2.74601939,5.275,3.884615385,0.875,4.204545455,0.4375,2.1875,0.6875,3.4375,3.094168441,"4","-"
"2022",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",83472,22,"CIÊNCIAS CONTÁBEIS","Educação Presencial",4202008,"Balneário Camboriú","SC",6,3,38,1.250736121,19.6,1.512244383,1.446,2,"0,666666667",-0.868659806,1.991631711,5.005494506,2.817484243,5.091477273,3.180307721,4,2.196261683,0.875,4.25,0.4375,2.1875,0.6875,3.4375,2.316365309,"3","-"
"2022",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",1364799,18,"PSICOLOGIA","Educação Presencial",4202008,"Balneário Camboriú","SC",12,12,59.01666667,2.179165223,47.7,1.366116318,1.569,5,"0,416666667",0.781517143,2.709457225,5.505952381,3.321456087,5.431818182,3.721424861,5.15327381,3.72718325,0.894736842,4.035087718,0.473684211,2.368421055,0.736842105,3.437499998,2.706253005,"3","-"
"2022",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",1350874,88,"TECNOLOGIA EM GASTRONOMIA","Educação Presencial",4202008,"Balneário Camboriú","SC",1,1,0,0,0,0,0,1,"1",0,0,4.214285714,0.886752135,3.727272727,0,3.25,0.955882353,0.866666667,4.04761905,0.4,2,0.666666667,2.916666669,NA,"SC","-"
"2022",3495,"FACULDADE PINHALZINHO","HORUS","Faculdade","Privada com fins lucrativos",83284,1,"ADMINISTRAÇÃO","Educação Presencial",4212908,"Pinhalzinho","SC",3,3,54.6,2.983168891,42.2,2.823129252,2.863,1,"0,333333333",0,0,6,5,6,5,6,5,0.818181818,3.842975206,0.090909091,0.454545455,0.818181818,4.09090909,2.98794968,"4","-"
"2022",3518,"Faculdade SOCIESC de Jaraguá do Sul","SOCIESC","Faculdade","Privada com fins lucrativos",1405422,18,"PSICOLOGIA","Educação Presencial",4208906,"Jaraguá do Sul","SC",12,12,62.85,2.677086941,56.96666667,2.490677381,2.537,8,"0,666666667",0.818243072,2.720176186,4.851190476,1.096879815,5.010416667,2.773148299,4.075892857,2.107641374,0.916666667,4.236111114,0.666666667,3.333333335,0.916666667,4.505208335,2.888731014,"3","-"
"2022",3758,"Faculdade UNISUL de Florianópolis","","Faculdade","Privada com fins lucrativos",17964,1,"ADMINISTRAÇÃO","Educação Presencial",4205407,"Florianópolis","SC",5,4,71.975,5,58.5,4.671201814,4.753,2,"0,5",2.385683698,3.087965816,4.983516484,2.314949203,4.223304473,0.773614723,3.066964286,0.487637363,0.916666667,4.469696972,0.5,2.5,0.833333333,4.166666665,3.278688441,"4","-"
"2022",3758,"Faculdade UNISUL de Florianópolis","","Faculdade","Privada com fins lucrativos",1386940,2,"DIREITO","Educação Presencial",4205407,"Florianópolis","SC",43,39,58.60512821,2.650619436,40.51025641,2.379531818,2.447,19,"0,487179487",0.172695905,2.550654477,4.513921038,1.147202692,4.32115053,1.475588692,3.946718932,1.875441853,0.944444444,4.618055552,0.666666667,3.333333335,0.833333333,4.166666665,2.747749661,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",103532,1,"ADMINISTRAÇÃO","Educação Presencial",4209300,"Lages","SC",8,7,60.58571429,3.677970318,44.67142857,3.103336573,3.246,3,"0,428571429",0.740594442,2.519335452,6,5,6,5,6,5,1,5,0.990654206,4.95327103,1,5,3.774157065,"4","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1210438,1,"ADMINISTRAÇÃO","Educação a Distância",4209300,"Lages","SC",11,7,33.31428571,0.512395324,20.05714286,0.312601231,0.362,1,"0,142857143",0,0,5.491071429,3.655660379,5.488636364,3.783573376,5.28125,3.894230769,1,5,0.990740741,4.953703705,1,5,2.253166887,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",51334,22,"CIÊNCIAS CONTÁBEIS","Educação Presencial",4209300,"Lages","SC",8,8,47.4,2.370442743,21.6375,1.975195658,2.074,4,"0,5",0.23222741,2.625368808,6,5,6,5,6,5,1,5,0.990654206,4.95327103,1,5,3.576671223,"4","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1375317,22,"CIÊNCIAS CONTÁBEIS","Educação a Distância",4209300,"Lages","SC",13,9,45.4,2.132207292,18.84444444,1.340570563,1.538,1,"0,111111111",0,0,4.932900433,2.658171188,5.127279286,3.25201605,3.981818182,2.170773153,1,5,0.990654206,4.95327103,1,5,2.755387485,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",56382,2,"DIREITO","Educação Presencial",4209300,"Lages","SC",18,17,53.56470588,2.071881416,38.91764706,2.16911479,2.144,13,"0,764705882",-0.794682399,2.296102727,5.996031746,4.989711934,5.994949495,4.989397467,5.930555556,4.894323672,1,5,0.990654206,4.95327103,1,5,3.471644258,"4","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",22023,803,"JORNALISMO","Educação Presencial",4209300,"Lages","SC",5,3,61.3,2.747440273,56,2.942434351,2.893,3,"1",-0.576533959,2.148530572,6,5,6,5,6,5,1,5,0.977272727,4.886363635,1,5,3.563677412,"4","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",53628,18,"PSICOLOGIA","Educação Presencial",4209300,"Lages","SC",15,15,58.56666667,2.120713543,49.26,1.555430914,1.696,12,"0,8",-0.672383008,2.285116701,6,5,6,5,6,5,1,5,0.99047619,4.95238095,1,5,3.381998302,"4","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1524559,93,"TECNOLOGIA EM GESTÃO COMERCIAL","Educação a Distância",4209300,"Lages","SC",3,2,31.85,1.127395716,46.3,2.01728024,1.794,0,"0",0,0,4.362637363,1.302729529,5.35,3.392857143,3.357142857,1.442307692,1,5,0.990566038,4.95283019,1,5,2.783474803,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1375361,86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS","Educação a Distância",4209300,"Lages","SC",11,9,38.92222222,1.857588857,30.6,0.803921569,1.067,2,"0,222222222",-1.661283848,1.533676551,5.249992432,3.055535935,5.437052342,3.74477887,4.583333333,3.111111111,1,5,0.990654206,4.95327103,1,5,2.737427042,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1419964,87,"TECNOLOGIA EM GESTÃO FINANCEIRA","Educação a Distância",4209300,"Lages","SC",10,4,42.525,1.800619835,24.25,0.768379097,1.026,1,"0,25",0,0,4.563365206,2.066191506,4.808441558,2.485153037,3.803571429,2.071428572,1,5,0.990566038,4.95283019,1,5,2.388473862,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1375384,106,"TECNOLOGIA EM GESTÃO PÚBLICA","Educação a Distância",4209300,"Lages","SC",11,9,32.13333333,1.047817798,34.41111111,1.086054951,1.076,0,"0",0,0,4.921603397,2.641007431,4.774747475,2.058680893,3.45,0.92,1,5,0.99047619,4.95238095,1,5,2.408939359,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1375362,94,"TECNOLOGIA EM LOGÍSTICA","Educação a Distância",4209300,"Lages","SC",7,5,40.6,2.112151522,29.58,1.176151762,1.41,0,"0",0,0,5.457142857,3.8125,5.596363636,4.129411764,5.125,3.79587156,1,5,0.990566038,4.95283019,1,5,2.855812842,"3","-"
"2022",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1419965,84,"TECNOLOGIA EM MARKETING","Educação a Distância",4209300,"Lages","SC",9,3,41.6,1.871961102,24.23333333,0.24375985,0.65,0,"0",0,0,5.244505495,3.515118791,5.666666667,4.345238096,3.915476191,2.511016347,1,5,0.990566038,4.95283019,1,5,2.394541341,"3","-"
