"ano","codigo_da_area","area_de_avaliacao","codigo_da_ies","nome_da_ies","sigla_da_ies","organizacao_academica","categoria_administrativa","codigo_do_curso","modalidade_de_ensino","codigo_do_municipio","municipio_do_curso","sigla_da_uf","no_de_concluintes_inscritos","no_de_concluintes_participantes","no_de_concluintes_participantes_com_nota_no_enem","proporcao_de_concluintes_participantes_com_nota_no_enem","nota_bruta_idd","idd_.continuo.","idd_.faixa.","entidade_beneficiente_de_assistencia_social_.cebas."
"2022",2,"DIREITO",1773,"CENTRO UNIVERSITÁRIO FAI","","Centro Universitário","Privada com fins lucrativos",95935,"Educação Presencial",4208401,"Itapiranga","SC",29,29,26,0.896551724,2.738859048,3.225903566,"4","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",1773,"CENTRO UNIVERSITÁRIO FAI","","Centro Universitário","Privada com fins lucrativos",1513844,"Educação a Distância",4208401,"Itapiranga","SC",26,24,8,0.333333333,-0.416061219,1.794845753,"2","-"
"2022",1,"ADMINISTRAÇÃO",1777,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIVINCI","Centro Universitário","Privada com fins lucrativos",48101,"Educação Presencial",4206504,"Guaramirim","SC",14,14,10,0.714285714,-2.822594299,1.287707864,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",1777,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIVINCI","Centro Universitário","Privada com fins lucrativos",48642,"Educação Presencial",4206504,"Guaramirim","SC",13,12,10,0.833333333,-0.937269712,1.95213571,"3","X"
"2022",2,"DIREITO",1777,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIVINCI","Centro Universitário","Privada com fins lucrativos",80869,"Educação Presencial",4206504,"Guaramirim","SC",49,36,27,0.75,-5.018133586,1.184762019,"2","-"
"2022",18,"PSICOLOGIA",1777,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIVINCI","Centro Universitário","Privada com fins lucrativos",101324,"Educação Presencial",4206504,"Guaramirim","SC",17,15,8,0.533333333,-1.1632123,2.1418615,"3","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",1777,"CENTRO UNIVERSITÁRIO LEONARDO DA VINCI","UNIVINCI","Centro Universitário","Privada com fins lucrativos",104731,"Educação Presencial",4206504,"Guaramirim","SC",9,7,4,0.571428571,0.667331783,2.701274247,"3","-"
"2022",2,"DIREITO",1783,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS","FACISA","Faculdade","Privada sem fins lucrativos",95938,"Educação Presencial",4219705,"Xaxim","SC",26,21,13,0.619047619,-1.637577303,2.074307002,"3","-"
"2022",101,"TEOLOGIA",1827,"FACULDADE LUTERANA DE TEOLOGIA","FLT","Faculdade","Privada sem fins lucrativos",48449,"Educação Presencial",4215802,"São Bento do Sul","SC",12,12,4,0.333333333,2.756328418,3.583813548,"4","-"
"2022",1,"ADMINISTRAÇÃO",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",51276,"Educação Presencial",4203956,"Capivari de Baixo","SC",28,26,24,0.923076923,-2.930345828,1.250463204,"2","-"
"2022",1,"ADMINISTRAÇÃO",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1371499,"Educação a Distância",4203956,"Capivari de Baixo","SC",12,9,4,0.444444444,-1.979702132,1.579056238,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",51277,"Educação Presencial",4203956,"Capivari de Baixo","SC",44,39,31,0.794871795,-1.031824868,1.897704058,"2","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1371505,"Educação a Distância",4203956,"Capivari de Baixo","SC",5,4,1,0.25,NA,NA,"SC","X"
"2022",2,"DIREITO",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1156183,"Educação Presencial",4203956,"Capivari de Baixo","SC",82,73,41,0.561643836,-1.166865096,2.19816818,"3","-"
"2022",18,"PSICOLOGIA",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1441341,"Educação Presencial",4203956,"Capivari de Baixo","SC",13,13,2,0.153846154,NA,NA,"SC","X"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",1918,"Centro Universitário Univinte","","Centro Universitário","Privada com fins lucrativos",1284710,"Educação Presencial",4203956,"Capivari de Baixo","SC",80,61,13,0.213114754,-0.583865147,1.637748956,"2","-"
"2022",83,"TECNOLOGIA EM DESIGN DE MODA",1958,"Centro Universitário SENAI Blumenau","","Centro Universitário","Privada sem fins lucrativos",1189589,"Educação Presencial",4202404,"Blumenau","SC",41,37,20,0.540540541,-6.313031893,0.133105204,"1","-"
"2022",1,"ADMINISTRAÇÃO",1980,"FACULDADE SINERGIA","SINERGIA","Faculdade","Privada com fins lucrativos",51942,"Educação Presencial",4211306,"Navegantes","SC",13,9,6,0.666666667,1.243403819,2.693133121,"3","-"
"2022",2,"DIREITO",1980,"FACULDADE SINERGIA","SINERGIA","Faculdade","Privada com fins lucrativos",85768,"Educação Presencial",4211306,"Navegantes","SC",42,24,14,0.583333333,0.809617911,2.718251384,"3","-"
"2022",1,"ADMINISTRAÇÃO",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",59062,"Educação Presencial",4202008,"Balneário Camboriú","SC",78,66,45,0.681818182,-3.22986382,1.146933852,"2","-"
"2022",1,"ADMINISTRAÇÃO",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405503,"Educação a Distância",4202008,"Balneário Camboriú","SC",39,29,13,0.448275862,-1.197984911,1.849259297,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",98571,"Educação Presencial",4202008,"Balneário Camboriú","SC",32,28,18,0.642857143,1.465366184,3.33523788,"4","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405544,"Educação a Distância",4202008,"Balneário Camboriú","SC",24,15,8,0.533333333,0.051565561,2.521368948,"3","X"
"2022",2,"DIREITO",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",5000579,"Educação Presencial",4202008,"Balneário Camboriú","SC",62,56,36,0.642857143,-0.32196712,2.420490985,"3","-"
"2022",18,"PSICOLOGIA",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",117490,"Educação Presencial",4202008,"Balneário Camboriú","SC",57,52,29,0.557692308,-0.343524916,2.381098406,"3","X"
"2022",102,"TECNOLOGIA EM COMÉRCIO EXTERIOR",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405577,"Educação a Distância",4202008,"Balneário Camboriú","SC",19,16,3,0.1875,NA,NA,"SC","-"
"2022",103,"TECNOLOGIA EM DESIGN DE INTERIORES",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405531,"Educação a Distância",4202008,"Balneário Camboriú","SC",13,8,4,0.5,-0.775293082,1.641328668,"2","-"
"2022",88,"TECNOLOGIA EM GASTRONOMIA",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1351852,"Educação Presencial",4202008,"Balneário Camboriú","SC",15,0,0,NA,NA,NA,"SC","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405539,"Educação a Distância",4202008,"Balneário Camboriú","SC",26,22,7,0.318181818,-0.40659618,2.291555622,"3","-"
"2022",87,"TECNOLOGIA EM GESTÃO FINANCEIRA",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405550,"Educação a Distância",4202008,"Balneário Camboriú","SC",17,16,3,0.1875,NA,NA,"SC","-"
"2022",94,"TECNOLOGIA EM LOGÍSTICA",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405547,"Educação a Distância",4202008,"Balneário Camboriú","SC",25,22,2,0.090909091,NA,NA,"SC","-"
"2022",84,"TECNOLOGIA EM MARKETING",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1405548,"Educação a Distância",4202008,"Balneário Camboriú","SC",36,27,9,0.333333333,0.787239126,2.983661178,"4","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",1988,"CENTRO UNIVERSITARIO AVANTIS","UNIAVAN","Centro Universitário","Privada com fins lucrativos",1545139,"Educação a Distância",4202008,"Balneário Camboriú","SC",44,34,4,0.117647059,NA,NA,"SC","-"
"2022",2,"DIREITO",2174,"FACULDADE DE SANTA CATARINA","FASC","Faculdade","Privada com fins lucrativos",68429,"Educação Presencial",4216602,"São José","SC",17,10,6,0.6,-0.653591594,2.333228752,"3","-"
"2022",1,"ADMINISTRAÇÃO",2175,"CENTRO UNIVERSITÁRIO DANTE","UNIDANTE","Centro Universitário","Privada com fins lucrativos",58896,"Educação Presencial",4202404,"Blumenau","SC",40,32,18,0.5625,-0.636660404,2.043282908,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",2175,"CENTRO UNIVERSITÁRIO DANTE","UNIDANTE","Centro Universitário","Privada com fins lucrativos",58903,"Educação Presencial",4202404,"Blumenau","SC",32,28,23,0.821428571,-1.236305488,1.779992676,"2","X"
"2022",2,"DIREITO",2175,"CENTRO UNIVERSITÁRIO DANTE","UNIDANTE","Centro Universitário","Privada com fins lucrativos",92165,"Educação Presencial",4202404,"Blumenau","SC",106,66,36,0.545454545,-3.374597217,1.617235082,"2","-"
"2022",18,"PSICOLOGIA",2175,"CENTRO UNIVERSITÁRIO DANTE","UNIDANTE","Centro Universitário","Privada com fins lucrativos",85694,"Educação Presencial",4202404,"Blumenau","SC",37,27,18,0.666666667,1.806130279,3.008504497,"4","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",2175,"CENTRO UNIVERSITÁRIO DANTE","UNIDANTE","Centro Universitário","Privada com fins lucrativos",1204888,"Educação Presencial",4202404,"Blumenau","SC",4,3,1,0.333333333,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",73470,"Educação Presencial",4216602,"São José","SC",8,3,2,0.666666667,-0.797839396,1.987570874,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",73492,"Educação Presencial",4216602,"São José","SC",3,1,0,0,NA,NA,"SC","X"
"2022",2,"DIREITO",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",85766,"Educação Presencial",4216602,"São José","SC",92,76,41,0.539473684,-1.771186401,2.039149681,"3","-"
"2022",18,"PSICOLOGIA",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",1303698,"Educação Presencial",4216602,"São José","SC",57,52,31,0.596153846,-1.727919349,1.97704407,"3","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",2324,"Faculdade Anhanguera de São José-SC","FASJ-SC","Faculdade","Privada com fins lucrativos",73496,"Educação Presencial",4216602,"São José","SC",1,1,1,1,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",2369,"INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO","INESA","Faculdade","Privada com fins lucrativos",115830,"Educação Presencial",4209102,"Joinville","SC",23,17,12,0.705882353,-0.615703824,2.050526617,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",2369,"INSTITUTO DE ENSINO SUPERIOR SANTO ANTÔNIO","INESA","Faculdade","Privada com fins lucrativos",1350724,"Educação Presencial",4209102,"Joinville","SC",17,15,13,0.866666667,0.732469549,2.913338362,"3","X"
"2022",1,"ADMINISTRAÇÃO",2462,"FACULDADE SÃO LUÍS","FSL","Faculdade","Privada sem fins lucrativos",1180776,"Educação Presencial",4202909,"Brusque","SC",7,7,3,0.428571429,-0.535011052,2.078418332,"3","-"
"2022",1,"ADMINISTRAÇÃO",2755,"Centro Universitário Uniasselvi de Brusque","","Centro Universitário","Privada com fins lucrativos",58980,"Educação Presencial",4202909,"Brusque","SC",13,8,6,0.75,-1.1572272,1.86334733,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",2755,"Centro Universitário Uniasselvi de Brusque","","Centro Universitário","Privada com fins lucrativos",58987,"Educação Presencial",4202909,"Brusque","SC",8,8,6,0.75,-2.462645193,1.074037558,"2","X"
"2022",1,"ADMINISTRAÇÃO",2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","FAEM","Faculdade","Privada com fins lucrativos",67470,"Educação Presencial",4204202,"Chapecó","SC",9,8,7,0.875,2.296739399,3.057221934,"4","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","FAEM","Faculdade","Privada com fins lucrativos",105970,"Educação Presencial",4204202,"Chapecó","SC",19,19,7,0.368421053,1.236159492,3.20329268,"4","X"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","FAEM","Faculdade","Privada com fins lucrativos",1389145,"Educação a Distância",4204202,"Chapecó","SC",14,13,4,0.307692308,1.548143187,3.63371939,"4","-"
"2022",803,"JORNALISMO",2896,"Centro Universitário SATC","UniSATC","Centro Universitário","Privada sem fins lucrativos",94973,"Educação Presencial",4204608,"Criciúma","SC",6,6,4,0.666666667,-0.292296057,2.264009784,"3","-"
"2022",804,"PUBLICIDADE E PROPAGANDA",2896,"Centro Universitário SATC","UniSATC","Centro Universitário","Privada sem fins lucrativos",1161219,"Educação Presencial",4204608,"Criciúma","SC",29,27,20,0.740740741,4.149643341,3.822231061,"4","-"
"2022",1,"ADMINISTRAÇÃO",2903,"FACULDADE CONCÓRDIA","FACC","Faculdade","Privada com fins lucrativos",67919,"Educação Presencial",4204301,"Concórdia","SC",10,8,6,0.75,-1.03447483,1.905777079,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",2903,"FACULDADE CONCÓRDIA","FACC","Faculdade","Privada com fins lucrativos",67923,"Educação Presencial",4204301,"Concórdia","SC",6,6,5,0.833333333,-0.240390595,2.353301371,"3","X"
"2022",2,"DIREITO",2903,"FACULDADE CONCÓRDIA","FACC","Faculdade","Privada com fins lucrativos",1033573,"Educação Presencial",4204301,"Concórdia","SC",16,15,12,0.8,-2.734066456,1.785781581,"2","-"
"2022",1,"ADMINISTRAÇÃO",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3836,"Educação Presencial",4204202,"Chapecó","SC",41,36,30,0.833333333,2.646338187,3.178061874,"4","-"
"2022",1,"ADMINISTRAÇÃO",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",51918,"Educação Presencial",4216909,"São Lourenço do Oeste","SC",17,11,8,0.727272727,-2.323560571,1.460200469,"2","-"
"2022",1,"ADMINISTRAÇÃO",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1438361,"Educação a Distância",4204202,"Chapecó","SC",15,9,3,0.333333333,-1.599090793,1.710615766,"2","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3837,"Educação Presencial",4204202,"Chapecó","SC",61,45,39,0.866666667,2.221392167,3.770452046,"4","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",83545,"Educação Presencial",4216909,"São Lourenço do Oeste","SC",18,15,13,0.866666667,-1.281925927,1.753730799,"2","X"
"2022",22,"CIÊNCIAS CONTÁBEIS",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1438362,"Educação a Distância",4204202,"Chapecó","SC",14,12,2,0.166666667,NA,NA,"SC","X"
"2022",13,"CIÊNCIAS ECONÔMICAS",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3856,"Educação Presencial",4204202,"Chapecó","SC",18,12,12,1,-1.436180578,1.742095954,"2","-"
"2022",2,"DIREITO",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",3840,"Educação Presencial",4204202,"Chapecó","SC",84,79,66,0.835443038,-0.767374457,2.303288421,"3","-"
"2022",2,"DIREITO",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1149767,"Educação Presencial",4216909,"São Lourenço do Oeste","SC",19,19,13,0.684210526,-0.077027822,2.484943254,"3","-"
"2022",803,"JORNALISMO",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",28741,"Educação Presencial",4204202,"Chapecó","SC",18,18,13,0.722222222,1.105285342,2.831814417,"3","-"
"2022",18,"PSICOLOGIA",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",17999,"Educação Presencial",4204202,"Chapecó","SC",32,29,25,0.862068966,3.064656641,3.375822525,"4","X"
"2022",804,"PUBLICIDADE E PROPAGANDA",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",64937,"Educação Presencial",4204202,"Chapecó","SC",17,16,14,0.875,6.543964992,4.592963697,"5","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407395,"Educação a Distância",4204202,"Chapecó","SC",4,3,1,0.333333333,NA,NA,"SC","-"
"2022",86,"TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407392,"Educação a Distância",4204202,"Chapecó","SC",8,5,1,0.2,NA,NA,"SC","-"
"2022",87,"TECNOLOGIA EM GESTÃO FINANCEIRA",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407393,"Educação a Distância",4204202,"Chapecó","SC",4,2,1,0.5,NA,NA,"SC","-"
"2022",94,"TECNOLOGIA EM LOGÍSTICA",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407390,"Educação a Distância",4204202,"Chapecó","SC",2,2,0,0,NA,NA,"SC","-"
"2022",84,"TECNOLOGIA EM MARKETING",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407391,"Educação a Distância",4204202,"Chapecó","SC",2,2,0,0,NA,NA,"SC","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","UNOCHAPECÓ","Universidade","Privada sem fins lucrativos",1407394,"Educação a Distância",4204202,"Chapecó","SC",12,10,2,0.2,0.06578084,2.245942725,"3","-"
"2022",83,"TECNOLOGIA EM DESIGN DE MODA",3155,"FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL","FATEC","Faculdade","Privada sem fins lucrativos",1259145,"Educação Presencial",4208906,"Jaraguá do Sul","SC",24,24,11,0.458333333,-2.78405659,1.660727999,"2","-"
"2022",83,"TECNOLOGIA EM DESIGN DE MODA",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1312315,"Educação Presencial",4201406,"Araranguá","SC",12,7,7,1,-1.166463836,2.360951534,"3","-"
"2022",83,"TECNOLOGIA EM DESIGN DE MODA",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330814,"Educação Presencial",4205902,"Gaspar","SC",25,21,16,0.761904762,1.591245777,3.554708845,"4","-"
"2022",83,"TECNOLOGIA EM DESIGN DE MODA",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1483743,"Educação Presencial",4208906,"Jaraguá do Sul","SC",20,18,18,1,2.769954977,4.064948472,"5","-"
"2022",88,"TECNOLOGIA EM GASTRONOMIA",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1189018,"Educação Presencial",4205407,"Florianópolis","SC",29,22,19,0.863636364,6.883536202,4.904243534,"5","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",3162,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA","IFSC","Instituto Federal de Educação, Ciência e Tecnologia","Pública Federal",1330818,"Educação Presencial",4205902,"Gaspar","SC",49,33,25,0.757575758,-0.740898743,1.490735265,"2","-"
"2022",1,"ADMINISTRAÇÃO",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",99250,"Educação Presencial",4205407,"Florianópolis","SC",17,10,6,0.6,-0.890257639,1.955626213,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",5000187,"Educação Presencial",4205407,"Florianópolis","SC",12,6,6,1,0.43707973,2.743294161,"3","X"
"2022",2,"DIREITO",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",1388323,"Educação Presencial",4205407,"Florianópolis","SC",3,3,2,0.666666667,0.71826014,2.694211894,"3","-"
"2022",18,"PSICOLOGIA",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",1405036,"Educação Presencial",4205407,"Florianópolis","SC",1,1,0,0,NA,NA,"SC","X"
"2022",88,"TECNOLOGIA EM GASTRONOMIA",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",85352,"Educação Presencial",4205407,"Florianópolis","SC",8,4,1,0.25,NA,NA,"SC","-"
"2022",29,"TURISMO",3170,"FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS","","Faculdade","Privada com fins lucrativos",17450,"Educação Presencial",4205407,"Florianópolis","SC",2,0,0,NA,NA,NA,"SC","-"
"2022",93,"TECNOLOGIA EM GESTÃO COMERCIAL",3295,"FACULDADE SENAC FLORIANÓPOLIS","SENAC FLORIANÓPOLIS","Faculdade","Privada sem fins lucrativos",72109,"Educação Presencial",4205407,"Florianópolis","SC",8,8,0,0,NA,NA,"SC","-"
"2022",85,"TECNOLOGIA EM PROCESSOS GERENCIAIS",3295,"FACULDADE SENAC FLORIANÓPOLIS","SENAC FLORIANÓPOLIS","Faculdade","Privada sem fins lucrativos",59331,"Educação Presencial",4205407,"Florianópolis","SC",1,1,1,1,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",84415,"Educação Presencial",4202008,"Balneário Camboriú","SC",6,5,3,0.6,1.82921963,2.89562223,"3","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",83472,"Educação Presencial",4202008,"Balneário Camboriú","SC",6,3,2,0.666666667,-0.868659806,1.991631711,"3","X"
"2022",18,"PSICOLOGIA",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",1364799,"Educação Presencial",4202008,"Balneário Camboriú","SC",12,12,5,0.416666667,0.781517143,2.709457225,"3","X"
"2022",88,"TECNOLOGIA EM GASTRONOMIA",3437,"Faculdade UNISUL de Balneário Camboriú","","Faculdade","Privada com fins lucrativos",1350874,"Educação Presencial",4202008,"Balneário Camboriú","SC",1,1,1,1,NA,NA,"SC","-"
"2022",1,"ADMINISTRAÇÃO",3495,"FACULDADE PINHALZINHO","HORUS","Faculdade","Privada com fins lucrativos",83284,"Educação Presencial",4212908,"Pinhalzinho","SC",3,3,1,0.333333333,NA,NA,"SC","-"
"2022",18,"PSICOLOGIA",3518,"Faculdade SOCIESC de Jaraguá do Sul","SOCIESC","Faculdade","Privada com fins lucrativos",1405422,"Educação Presencial",4208906,"Jaraguá do Sul","SC",12,12,8,0.666666667,0.818243072,2.720176186,"3","X"
"2022",1,"ADMINISTRAÇÃO",3758,"Faculdade UNISUL de Florianópolis","","Faculdade","Privada com fins lucrativos",17964,"Educação Presencial",4205407,"Florianópolis","SC",5,4,2,0.5,2.385683698,3.087965816,"4","-"
"2022",2,"DIREITO",3758,"Faculdade UNISUL de Florianópolis","","Faculdade","Privada com fins lucrativos",1386940,"Educação Presencial",4205407,"Florianópolis","SC",43,39,19,0.487179487,0.172695905,2.550654477,"3","-"
"2022",1,"ADMINISTRAÇÃO",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",103532,"Educação Presencial",4209300,"Lages","SC",8,7,3,0.428571429,0.740594442,2.519335452,"3","-"
"2022",1,"ADMINISTRAÇÃO",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",1210438,"Educação a Distância",4209300,"Lages","SC",11,7,1,0.142857143,NA,NA,"SC","-"
"2022",22,"CIÊNCIAS CONTÁBEIS",3840,"CENTRO UNIVERSITÁRIO FACVEST","UNIFACVEST","Centro Universitário","Privada com fins lucrativos",51334,"Educação Presencial",4209300,"Lages","SC",8,8,4,0.5,0.23222741,2.625368808,"3","X"
