ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,codigo_do_curso,codigo_da_area,area_de_avaliacao,modalidade_de_ensino,codigo_do_municipio,municipio_do_curso,sigla_da_uf,no_de_concluintes_inscritos,no_de_concluintes_participantes,nota_bruta_fg,nota_padronizada_fg,nota_bruta_ce,nota_padronizada_ce,conceito_enade_(continuo),concluintes_participantes_com_nota_no_enem,proporcao_de_concluintes_participantes_com_nota_no_enem,nota_bruta_idd,nota_padronizada_idd,nota_bruta_-_organizacao_didatico-pedagogica,nota_padronizada_organizacao_didatico-pedagogica,nota_bruta_-_infraestrutura_e_instalacoes_fisicas,nota_padronizada_infraestrutura_e_instalacoes_fisicas,nota_bruta_-_oportunidade_de_ampliacao_da_formacao,nota_padronizada_oportunidade_de_ampliacao_da_formacao,nota_bruta_mestres,nota_padronizada_mestres,nota_bruta_doutores,nota_padronizada_doutores,nota_bruta_-_regime_de_trabalho,nota_padronizada_regime_de_trabalho,cpc_(continuo),cpc_(faixa),entidade_beneficiente_de_assistencia_social_(cebas)
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,22844.0,18.0,PSICOLOGIA,Educação Presencial,5300108.0,Brasília,DF,10.0,2.0,51.1,1.150848632,72.6,4.387868528,3.578,0.0,0,0.0,0.0,4.595238095,0.227272727,5.03030303,2.817898428,4.616666667,2.920544023,0.965909091,4.687500001,0.886363636,4.43181818,1.0,5.0,3.590526658,4,-
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,26033.0,18.0,PSICOLOGIA,Educação Presencial,5300108.0,Brasília,DF,103.0,80.0,74.4025,4.177671458,71.89375,4.302161199,4.271,73.0,"0,9125",1.463073892,2.908378827,5.26017068,2.486404237,5.064582669,2.895037634,4.83856383,3.25410454,0.980968858,4.825547865,0.89100346,4.4550173,1.0,5.0,3.68989384,4,-
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,31381.0,804.0,PUBLICIDADE E PROPAGANDA,Educação Presencial,5300108.0,Brasília,DF,76.0,48.0,68.04166667,4.086444904,58.46041667,4.062230138,4.068,45.0,"0,9375",1.160872878,2.860145228,4.774022109,2.318173364,4.923881674,2.852782817,4.540625,2.957725948,0.975903614,4.789156622,0.863453815,4.317269075,1.0,5.0,3.586929996,4,-
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,128.0,81.0,RELAÇÕES INTERNACIONAIS,Educação Presencial,5300108.0,Brasília,DF,85.0,67.0,76.94477612,4.092045098,56.67313433,4.263572952,4.22,63.0,"0,940298507",3.649366541,3.817865485,4.913234663,2.315050344,4.720185933,2.356285936,4.343146718,2.688407073,0.98034076,4.7051114,0.874180865,4.370904325,1.0,5.0,3.922563371,4,-
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,126.0,38.0,SERVIÇO SOCIAL,Educação Presencial,5300108.0,Brasília,DF,89.0,69.0,72.0057971,4.581946981,67.97971014,4.704356905,4.673,67.0,"0,971014493",7.599712284,4.350380867,5.351225697,2.609778883,4.8628182,2.433636862,4.349160562,2.498176576,0.986111111,4.895833333,0.883333333,4.416666665,1.0,5.0,4.241941362,5,-
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,1138344.0,38.0,SERVIÇO SOCIAL,Educação Presencial,5300108.0,Brasília,DF,75.0,46.0,70.64782609,4.428864703,63.86304348,4.301394232,4.333,41.0,"0,891304348",6.546432178,4.11651399,5.420288667,2.864221405,4.936910146,2.600845692,4.566666667,2.82780395,0.981981982,4.864864865,0.881381381,4.406906905,1.0,5.0,4.123887156,5,-
2022.0,2.0,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,1138345.0,29.0,TURISMO,Educação Presencial,5300108.0,Brasília,DF,70.0,47.0,64.75957447,4.152088532,63.14893617,4.522630356,4.429,43.0,"0,914893617",1.143829688,2.927213429,5.164540816,2.302924047,4.819044995,1.982814223,4.460606061,1.925495823,0.984395319,4.84395319,0.88426528,4.4213264,1.0,5.0,3.63201654,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,20762.0,1.0,ADMINISTRAÇÃO,Educação Presencial,2806701.0,São Cristóvão,SE,180.0,126.0,61.09444444,3.73702199,53.40873016,4.093960335,4.004,119.0,"0,944444444",6.16051641,4.392748818,5.168233083,2.802879842,5.086174717,2.826201697,4.845409275,3.223706577,0.958333333,4.734848483,0.729166667,3.645833335,1.0,5.0,4.04751461,5,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,95033.0,1.0,ADMINISTRAÇÃO,Educação Presencial,2802908.0,Itabaiana,SE,53.0,47.0,54.30212766,2.94859288,45.14893617,3.157475756,3.105,40.0,"0,85106383",3.593907482,3.505592232,5.010531136,2.386308661,4.710581779,1.93274503,4.373740843,2.498062835,0.931818182,4.566115704,0.613636364,3.06818182,1.0,5.0,3.363756211,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,1116573.0,100.0,ADMINISTRAÇÃO PÚBLICA,Educação a Distância,2806701.0,São Cristóvão,SE,12.0,9.0,57.53333333,2.027143275,38.3,1.856858898,1.899,6.0,"0,666666667",0.184010219,2.819538993,4.510204082,0.568636478,4.634302206,1.870143087,3.447619048,1.343097071,1.0,5.0,0.9,4.5,1.0,5.0,2.961456963,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,306.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,2806701.0,São Cristóvão,SE,61.0,57.0,61.64385965,4.067138911,32.74385965,4.498731049,4.39,53.0,"0,929824561",4.556656645,5.0,5.37102242,3.619662247,5.197650983,3.39296446,5.280620609,3.991524218,0.935483871,4.612903226,0.637096774,3.18548387,1.0,5.0,4.367867922,5,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,95044.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,2802908.0,Itabaiana,SE,41.0,36.0,45.69166667,2.166949962,26.725,3.131153749,2.89,35.0,"0,972222222",-0.477808303,2.216629416,5.25087108,3.355981257,4.883468835,2.763684848,4.789576074,3.303144029,0.87804878,4.26829268,0.512195122,2.56097561,1.0,5.0,2.905570586,3,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,20764.0,13.0,CIÊNCIAS ECONÔMICAS,Educação Presencial,2806701.0,São Cristóvão,SE,87.0,68.0,60.09558824,2.177788397,35.78970588,2.379988239,2.329,59.0,"0,867647059",1.862276704,2.938940225,4.955897436,2.38974359,4.820794613,2.405748149,4.468349206,2.763106345,0.974576271,4.639830505,0.788135593,3.940677965,1.0,5.0,3.177201553,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,308.0,2.0,DIREITO,Educação Presencial,2806701.0,São Cristóvão,SE,181.0,147.0,72.55918367,4.252815027,54.32789116,4.205130564,4.217,142.0,"0,965986395",-0.824993331,2.28812684,4.781599059,1.841182746,4.211589885,1.24558786,4.22228836,2.294786635,0.960526316,4.728618422,0.776315789,3.881578945,1.0,5.0,3.213875718,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,80420.0,803.0,JORNALISMO,Educação Presencial,2806701.0,São Cristóvão,SE,42.0,37.0,68.10810811,3.521969068,61.08108108,3.637817957,3.608,37.0,1,2.689768933,3.47555304,5.061556864,2.654883333,4.624853801,2.176250625,4.502474937,2.51705689,0.973684211,4.73684211,0.868421053,4.342105265,1.0,5.0,3.690648862,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,52852.0,18.0,PSICOLOGIA,Educação Presencial,2806701.0,São Cristóvão,SE,46.0,37.0,69.28648649,3.513139048,63.62432432,3.298620825,3.352,36.0,"0,972972973",-4.597708253,1.139457166,5.191609977,2.253466871,4.64605236,1.953222125,4.393792517,2.585514879,0.981132075,4.827044021,0.91509434,4.5754717,1.0,5.0,2.823918134,3,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,116216.0,804.0,PUBLICIDADE E PROPAGANDA,Educação Presencial,2806701.0,São Cristóvão,SE,20.0,17.0,55.7,2.510338117,44.28235294,2.225693386,2.296,17.0,1,-3.554937426,1.342124913,4.829365079,2.439236111,4.41043771,1.828289808,4.464880952,2.851728446,1.0,5.0,0.923076923,4.615384615,1.0,5.0,2.717072735,3,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,1457515.0,804.0,PUBLICIDADE E PROPAGANDA,Educação Presencial,2806701.0,São Cristóvão,SE,85.0,78.0,66.57307692,3.898896956,57.28846154,3.910422479,3.907,78.0,1,3.356744174,3.566996654,5.254985755,3.370281339,4.796826288,2.599264685,4.843547913,3.381641394,0.942307692,4.495192305,0.711538462,3.55769231,1.0,5.0,3.743025687,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,116324.0,81.0,RELAÇÕES INTERNACIONAIS,Educação Presencial,2806701.0,São Cristóvão,SE,61.0,50.0,74.428,3.65749726,48.484,3.007554429,3.17,46.0,"0,92",2.00467141,3.194646548,5.545384615,3.876832578,5.093810967,3.128083795,4.738690476,3.240258081,0.927835052,3.917525779,0.804123711,4.020618555,1.0,5.0,3.552214621,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,99418.0,67.0,SECRETARIADO EXECUTIVO,Educação Presencial,2806701.0,São Cristóvão,SE,60.0,54.0,57.47962963,3.178012607,62.45185185,3.531543813,3.443,53.0,"0,981481481",1.533776829,2.564076116,5.332512315,3.654060066,5.044135319,3.122408662,4.909380131,3.917019496,0.916666667,4.41287879,0.678571429,3.392857145,1.0,5.0,3.329053749,4,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,64064.0,38.0,SERVIÇO SOCIAL,Educação Presencial,2806701.0,São Cristóvão,SE,88.0,78.0,65.6,3.859829941,61.12307692,4.033190772,3.989,76.0,"0,974358974",6.423273566,4.089168253,5.411226029,2.830832738,4.72469697,2.121928362,4.583613445,2.853486548,0.962121212,4.71590909,0.818181818,4.09090909,1.0,5.0,3.961254584,5,-
2022.0,3.0,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,99420.0,29.0,TURISMO,Educação Presencial,2806701.0,São Cristóvão,SE,35.0,28.0,58.41428571,3.286184638,55.74285714,3.344569005,3.329,27.0,"0,964285714",2.459197532,3.912499354,5.398617512,3.058583498,5.21352232,2.99065226,5.064554532,3.131712146,0.95890411,4.5890411,0.739726027,3.698630135,1.0,5.0,3.766561138,4,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,392.0,1.0,ADMINISTRAÇÃO,Educação Presencial,1302603.0,Manaus,AM,344.0,266.0,58.67744361,3.456464725,45.17481203,3.160409527,3.234,255.0,"0,958646617",1.813886223,2.890322189,4.939652458,2.199081965,4.477562385,1.378440862,4.567903828,2.79677512,0.803030303,3.746556474,0.53030303,2.65151515,1.0,5.0,3.015989008,4,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,101608.0,1.0,ADMINISTRAÇÃO,Educação Presencial,1300607.0,Benjamin Constant,AM,79.0,69.0,47.05072464,2.106874595,28.85797101,1.310427553,1.509,53.0,"0,768115942",0.662178067,2.492230581,5.637896825,4.043501047,5.326832311,3.398675538,5.421792328,4.110449735,0.5,1.818181819,0.0625,0.3125,1.0,5.0,2.308384801,3,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,112106.0,1.0,ADMINISTRAÇÃO,Educação Presencial,1303403.0,Parintins,AM,96.0,79.0,56.70379747,3.227370571,38.50632911,2.404345705,2.61,74.0,"0,936708861",0.509289907,2.439384299,4.8797065,2.040734151,4.571958087,1.6029884,4.305322934,2.392804514,0.75,3.40909091,0.5625,2.8125,1.0,5.0,2.721386301,3,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,388.0,22.0,CIÊNCIAS CONTÁBEIS,Educação Presencial,1302603.0,Manaus,AM,138.0,108.0,54.3,3.192355051,23.28333333,2.349154254,2.559,103.0,"0,953703704",-0.246032117,2.350053771,5.033151897,2.87818043,4.754301948,2.504974768,4.288165266,2.600231682,0.793103448,3.758620688,0.379310345,1.896551725,1.0,5.0,2.682007083,3,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,378.0,13.0,CIÊNCIAS ECONÔMICAS,Educação Presencial,1302603.0,Manaus,AM,121.0,105.0,63.45142857,2.62627237,33.16571429,1.944479367,2.114,103.0,"0,980952381",0.119620144,2.306617796,5.036407071,2.591017678,4.801789636,2.3639372,4.521055901,2.84008164,0.872340426,3.191489366,0.680851064,3.40425532,1.0,5.0,2.738826979,3,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,376.0,2.0,DIREITO,Educação Presencial,1302603.0,Manaus,AM,167.0,133.0,71.09473684,4.084668192,53.53984962,4.101013784,4.096,130.0,"0,977443609",0.745312028,2.701330211,4.613416988,1.405155155,4.063824539,0.935383839,4.220109395,2.291470819,0.878787879,4.166666668,0.575757576,2.87878788,1.0,5.0,3.093611832,4,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,395.0,803.0,JORNALISMO,Educação Presencial,1302603.0,Manaus,AM,92.0,73.0,71.07260274,3.859226705,60.26164384,3.525671896,3.609,70.0,"0,95890411",1.668660941,3.060700746,5.07518797,2.688946701,4.245919724,1.398140731,4.61072995,2.696547067,0.9,4.0,0.8,4.0,1.0,5.0,3.407049097,4,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,112104.0,803.0,JORNALISMO,Educação Presencial,1303403.0,Parintins,AM,56.0,49.0,50.02653061,1.464906782,43.52857143,1.235626917,1.292,46.0,"0,93877551",0.896732635,2.747084331,5.344260859,3.361344732,4.548633393,2.0197383,4.7517507,2.930363855,0.875,3.75,0.75,3.75,1.0,5.0,2.865165759,3,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,18353.0,18.0,PSICOLOGIA,Educação Presencial,1302603.0,Manaus,AM,82.0,80.0,71.19,3.76039141,66.5025,3.647903303,3.676,77.0,"0,9625",1.713528395,2.981477379,5.154863655,2.128619968,4.544418613,1.724516492,4.541402116,2.807404755,0.96,4.633333333,0.88,4.4,1.0,5.0,3.47727959,4,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,377.0,38.0,SERVIÇO SOCIAL,Educação Presencial,1302603.0,Manaus,AM,131.0,108.0,57.05925926,2.897043526,49.68425926,2.913494446,2.909,103.0,"0,953703704",0.243456166,2.717021763,5.649882904,3.710094909,5.017361259,2.78240573,4.960080016,3.424016222,0.952380952,4.64285714,0.642857143,3.214285715,1.0,5.0,3.241168913,4,-
2022.0,4.0,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,112098.0,38.0,SERVIÇO SOCIAL,Educação Presencial,1303403.0,Parintins,AM,56.0,48.0,55.23958333,2.691913865,47.68333333,2.717632472,2.711,48.0,1,3.043204229,3.338668687,5.636939983,3.662410464,4.975646576,2.688265088,4.979624542,3.45363567,0.8,3.500000001,0.6,3.0,1.0,5.0,3.293709535,4,-
2022.0,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,18373.0,1.0,ADMINISTRAÇÃO,Educação Presencial,2211001.0,Teresina,PI,124.0,64.0,64.1734375,4.094421068,49.9640625,3.703408447,3.801,63.0,"0,984375",1.291998846,2.709930148,4.843253968,1.944444444,4.876459035,2.327332162,4.333085318,2.435515874,0.907407407,4.410774408,0.537037037,2.685185185,1.0,5.0,3.140381569,4,-
2022.0,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,99870.0,1.0,ADMINISTRAÇÃO,Educação Presencial,2208007.0,Picos,PI,70.0,53.0,55.59622642,3.098807477,42.86792453,2.898857656,2.948,53.0,1,0.399215687,2.401336793,5.066666667,2.534591196,4.911405724,2.410462991,4.442043651,2.603144078,0.941176471,4.625668452,0.411764706,2.05882353,1.0,5.0,2.836681654,3,-
2022.0,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,108006.0,1.0,ADMINISTRAÇÃO,Educação a Distância,2211001.0,Teresina,PI,170.0,41.0,51.04390244,2.57038914,32.74634146,1.75128588,1.956,24.0,"0,585365854",-4.317675873,0.770928136,4.955271291,2.240339259,4.570265152,1.598961263,3.866796875,1.718149038,1.0,5.0,1.0,5.0,1.0,5.0,2.45196442,3,-
2022.0,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,116640.0,1.0,ADMINISTRAÇÃO,Educação Presencial,2203909.0,Floriano,PI,105.0,72.0,56.70416667,3.227413426,41.06527778,2.694475939,2.827,72.0,1,1.043164826,2.623919873,5.348309383,3.278553087,5.369122082,3.499274015,4.844246032,3.221916972,1.0,5.0,0.578947368,2.89473684,1.0,5.0,3.16952765,4,-
2022.0,5.0,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,123498.0,100.0,ADMINISTRAÇÃO PÚBLICA,Educação a Distância,2211001.0,Teresina,PI,44.0,16.0,43.71875,0.415239608,30.2625,0.648397085,0.59,11.0,"0,6875",-4.354474971,0.552142709,5.376442308,3.578111795,4.913636364,2.636582673,4.377738095,2.905228431,1.0,5.0,0.75,3.75,1.0,5.0,2.09658972,3,-
