ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,sigla_da_uf,no_de_cursos_com_cpc_no_trienio,alfa_(proporcao_de_graduacao),conceito_medio_de_graduacao,beta_(proporcao_de_mestrado_equivalente),conceito_medio_de_mestrado,gama_(proporcao_de_doutorandos_-_equivalente),conceito_medio_do_doutorado,igc_(continuo),igc_(faixa),(observacao),entidade_beneficiente_de_assistencia_social_(cebas)
2022,170,FUNVIC - FACULDADE FUNVIC DE MOCOCA,FAFEM,Faculdade,Privada sem fins lucrativos,SP,3,1.0,2.3867,0.0,0.0,0.0,0.0,2.3867,3,1,-
2022,171,FACULDADE DE DIREITO DO SUL DE MINAS,FDSM,Faculdade,Privada sem fins lucrativos,MG,1,0.849860982,2.814694685,0.150139018,4.5,,,3.067724769,4,2,-
2022,176,UNIVERSIDADE CASTELO BRANCO,UCB,Universidade,Privada sem fins lucrativos,RJ,29,1.0,2.4111,0.0,0.0,0.0,0.0,2.4111,3,1,-
2022,190,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,EMSM,Faculdade,Privada sem fins lucrativos,,1,1.0,2.5823,0.0,0.0,0.0,0.0,2.5823,3,1,X
2022,191,FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS,FCCAE,Faculdade,Privada sem fins lucrativos,,2,1.0,2.9615,0.0,0.0,0.0,0.0,2.9615,4,1,X
2022,192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,FFCLSM,Faculdade,Privada sem fins lucrativos,RJ,8,1.0,2.5392,0.0,0.0,0.0,0.0,2.5392,3,1,X
2022,193,FACULDADE DE ENGENHARIA SOUZA MARQUES,FESM,Faculdade,Privada sem fins lucrativos,,2,1.0,2.5083,0.0,0.0,0.0,0.0,2.5083,3,1,X
2022,194,ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES,EEFTESM,Faculdade,Privada sem fins lucrativos,,1,1.0,2.6638,0.0,0.0,0.0,0.0,2.6638,3,1,X
2022,195,FACULDADE PRESBITERIANA MACKENZIE RIO,0,Faculdade,Privada sem fins lucrativos,RJ,4,1.0,3.0421,0.0,0.0,0.0,0.0,3.0421,4,1,X
2022,197,FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ,FESPPR,Faculdade,Privada sem fins lucrativos,PR,6,1.0,2.3738,0.0,0.0,0.0,0.0,2.3738,3,1,X
2022,200,FACULDADE CÁSPER LÍBERO,FCL,Faculdade,Privada sem fins lucrativos,SP,2,0.9413,2.6299,0.0587,4.5,0.0,0.0,2.7397,3,1,-
2022,202,FACULDADE DO RIO DE JANEIRO,0,Faculdade,Privada com fins lucrativos,RJ,1,1.0,1.5219,0.0,0.0,0.0,0.0,1.5219,2,1,-
2022,203,UNIVERSIDADE SÃO JUDAS TADEU,USJT,Universidade,Privada com fins lucrativos,SP,82,0.974,2.9264,0.0188,4.9352,0.0072,5.0,2.9791,4,1,-
2022,206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,UNIÍTALO,Centro Universitário,Privada sem fins lucrativos,SP,19,1.0,2.343,0.0,0.0,0.0,0.0,2.343,3,1,-
2022,207,CENTRO UNIVERSITÁRIO MOURA LACERDA,CUML,Centro Universitário,Privada sem fins lucrativos,SP,19,1.0,2.831857505,,,,,2.831857505,3,2,-
2022,208,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,Universidade,Privada sem fins lucrativos,SP,30,0.921521998,3.297309831,0.038842648,4.390909091,0.039635355,4.653846154,3.39355492,4,2,X
2022,213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,FECAP,Centro Universitário,Privada sem fins lucrativos,SP,6,0.934074074,3.447603521,0.065925926,4.5,,,3.516983734,4,2,-
2022,214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,FEAMIG,Faculdade,Privada com fins lucrativos,MG,2,1.0,2.3617,0.0,0.0,0.0,0.0,2.3617,3,1,-
2022,216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,CEUNIH,Centro Universitário,Privada sem fins lucrativos,MG,15,1.0,2.58109808,,,,,2.58109808,3,2,X
2022,217,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,UNIFAE,Centro Universitário,Especial,SP,6,1.0,2.9864,0.0,0.0,0.0,0.0,2.9864,4,1,-
2022,219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,FAECA DOM BOSCO,Faculdade,Privada sem fins lucrativos,SP,5,1.0,2.1214,0.0,0.0,0.0,0.0,2.1214,3,1,-
2022,220,FACULDADE SÃO JUDAS TADEU,FSJT,Faculdade,Privada sem fins lucrativos,RJ,5,1.0,2.9332,0.0,0.0,0.0,0.0,2.9332,3,1,X
2022,221,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,Universidade,Privada com fins lucrativos,SP,128,0.9943,2.8277,0.0027,4.6731,0.003,4.7545,2.8385,3,1,-
2022,222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,UNIFEV,Centro Universitário,Privada sem fins lucrativos,SP,23,1.0,2.5329,0.0,0.0,0.0,0.0,2.5329,3,1,-
2022,224,Centro Universitário FMABC,CUSABC,Centro Universitário,Privada sem fins lucrativos,SP,8,0.8175,3.0185,0.0889,4.5,0.0936,4.5,3.289,4,1,-
2022,225,FACULDADE DE SANTO ANDRÉ,0,Faculdade,Privada sem fins lucrativos,SP,1,1.0,1.8131,0.0,0.0,0.0,0.0,1.8131,2,1,-
2022,226,CENTRO UNIVERSITÁRIO LUSÍADA,UNILUS,Centro Universitário,Privada sem fins lucrativos,SP,8,1.0,2.81246149,,,,,2.81246149,3,2,X
2022,227,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,Universidade,Privada sem fins lucrativos,SP,21,0.8934,3.2583,0.0734,4.3719,0.0332,4.5,3.3813,4,1,X
2022,231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB,FASB I,Faculdade,Privada sem fins lucrativos,SP,7,1.0,2.461995207,,,,,2.461995207,3,2,-
2022,234,FACULDADES OSWALDO CRUZ,FOC,Faculdade,Privada com fins lucrativos,SP,11,1.0,2.7604,0.0,0.0,0.0,0.0,2.7604,3,1,-
2022,240,UNIVERSIDADE SANTA ÚRSULA,USU,Universidade,Privada sem fins lucrativos,RJ,5,0.9235,2.2794,0.0765,4.0,0.0,0.0,2.411,3,1,X
2022,242,CENTRO UNIVERSITÁRIO ANHANGUERA PITÁGORAS AMPLI,UNIA,Centro Universitário,Privada com fins lucrativos,SP,27,1.0,2.6373,0.0,0.0,0.0,0.0,2.6373,3,1,-
2022,243,FACULDADE DO CLUBE NÁUTICO MOGIANO,FCNM,Faculdade,Privada sem fins lucrativos,SP,3,1.0,2.9212,0.0,0.0,0.0,0.0,2.9212,3,1,-
2022,244,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,Centro Universitário,Privada sem fins lucrativos,SP,14,0.8854,2.0603,0.0738,4.0,0.0408,4.0,2.2826,3,1,X
2022,263,FACULDADES INTEGRADAS CAMPOS SALLES,FICS,Faculdade,Privada sem fins lucrativos,SP,7,1.0,2.4987,0.0,0.0,0.0,0.0,2.4987,3,1,-
2022,265,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS,Unifio,Centro Universitário,Privada sem fins lucrativos,SP,15,1.0,2.97644711,,,,,2.97644711,4,2,-
2022,266,UNIVERSIDADE METODISTA DE PIRACICABA,UNIMEP,Universidade,Privada sem fins lucrativos,SP,25,0.9433,2.6771,0.0159,4.5682,0.0408,4.5614,2.784,3,1,-
2022,267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,0,Centro Universitário,Privada sem fins lucrativos,ES,12,1.0,3.604294311,,,,,3.604294311,4,2,-
2022,269,FACULDADE FACCAT,FACCAT,Faculdade,Privada com fins lucrativos,SP,4,1.0,1.5324,0.0,0.0,0.0,0.0,1.5324,2,1,-
2022,270,FACULDADE DE TUPÃ,0,Faculdade,Privada com fins lucrativos,SP,1,1.0,1.7005,0.0,0.0,0.0,0.0,1.7005,2,1,-
2022,271,UNIVERSIDADE DO OESTE PAULISTA,UNOESTE,Universidade,Privada sem fins lucrativos,SP,47,0.926623487,3.446792071,0.044315664,4.597046414,0.029060849,4.614379085,3.531697425,4,2,-
2022,275,UNIVERSIDADE DO VALE DO PARAÍBA,UNIVAP,Universidade,Privada sem fins lucrativos,SP,27,0.9087,2.7685,0.05,4.5,0.0413,4.5,2.9266,3,1,X
2022,276,FACULDADE DE DIREITO DE SOROCABA,FADI,Faculdade,Privada sem fins lucrativos,SP,1,1.0,2.5155,0.0,0.0,0.0,0.0,2.5155,3,1,-
2022,277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,Centro Universitário,Privada sem fins lucrativos,RJ,57,0.966,2.4542,0.0266,4.7479,0.0074,4.637,2.5314,3,1,-
2022,278,FACULDADES INTEGRADAS SIMONSEN,FIS,Faculdade,Privada sem fins lucrativos,RJ,11,1.0,1.9118,0.0,0.0,0.0,0.0,1.9118,2,1,-
2022,279,FACULDADES INTEGRADAS HÉLIO ALONSO,FACHA,Faculdade,Privada sem fins lucrativos,RJ,6,1.0,2.7306,0.0,0.0,0.0,0.0,2.7306,3,1,-
2022,284,FACULDADE DE MEDICINA DE ITAJUBÁ,FMIT,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.5633,0.0,0.0,0.0,0.0,2.5633,3,1,-
2022,288,FACULDADE DE DIREITO DO VALE DO RIO DOCE,FADIVALE,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.378,0.0,0.0,0.0,0.0,2.378,3,1,-
2022,294,FACULDADE TRÊS DE MAIO,SETREM,Faculdade,Privada sem fins lucrativos,RS,8,1.0,2.694708819,,,,,2.694708819,3,2,X
2022,295,UNIVERSIDADE DE SANTA CRUZ DO SUL,UNISC,Universidade,Privada sem fins lucrativos,RS,57,0.8168,3.2605,0.089,4.798,0.0941,4.8745,3.5493,4,1,X
2022,296,Centro Universitário da Região da Campanha,0,Centro Universitário,Privada sem fins lucrativos,RS,32,1.0,2.4645,0.0,0.0,0.0,0.0,2.4645,3,1,-
2022,298,Universidade Pitágoras Unopar Anhanguera,0,Universidade,Privada com fins lucrativos,PR,81,0.9987,2.6628,0.0008,4.5994,0.0005,4.7442,2.6653,3,1,-
2022,299,FACULDADE DE JANDAIA DO SUL,FAFIJAN,Faculdade,Privada sem fins lucrativos,PR,4,1.0,1.935755975,,,,,1.935755975,2,2,-
2022,307,FACULDADE DE MEDICINA DE BARBACENA,FAME,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.7983,0.0,0.0,0.0,0.0,2.7983,3,1,-
2022,308,CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS,UNIPAC,Centro Universitário,Privada sem fins lucrativos,MG,20,1.0,2.6146223,,,,,2.6146223,3,2,-
2022,316,UNIVERSIDADE NOVE DE JULHO,UNINOVE,Universidade,Privada sem fins lucrativos,SP,199,0.985,2.8231,0.0074,4.6618,0.0076,4.7628,2.8514,3,1,-
2022,319,UNIVERSIDADE BRASIL,0,Universidade,Privada sem fins lucrativos,SP,38,0.9449,1.7927,0.0381,4.5,0.0171,4.5,1.942,2,1,-
2022,322,UNIVERSIDADE PAULISTA,UNIP,Universidade,Privada com fins lucrativos,SP,670,0.9979,2.6051,0.001,4.7655,0.0011,4.7396,2.6097,3,1,-
2022,330,UNIVERSIDADE IGUAÇU,UNIG,Universidade,Privada sem fins lucrativos,RJ,32,1.0,2.5429,0.0,0.0,0.0,0.0,2.5429,3,1,X
2022,336,FACULDADE MACHADO SOBRINHO,FMS,Faculdade,Privada sem fins lucrativos,MG,4,1.0,2.402021571,,,,,2.402021571,3,2,-
2022,337,Centro Universitário Academia,CES/JF,Centro Universitário,Privada sem fins lucrativos,MG,16,1.0,2.591817616,,,,,2.591817616,3,2,X
2022,338,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS,PUC MINAS,Universidade,Privada sem fins lucrativos,MG,103,0.9086,3.1126,0.0449,4.8079,0.0465,4.8328,3.2688,4,1,-
2022,339,FACUDADE UNINEVES,0,Faculdade,Privada com fins lucrativos,PB,4,1.0,1.4711,0.0,0.0,0.0,0.0,1.4711,2,1,-
2022,343,CENTRO UNIVERSITÁRIO NEWTON PAIVA,NEWTON PAIVA,Centro Universitário,Privada com fins lucrativos,MG,31,1.0,2.901,0.0,0.0,0.0,0.0,2.901,3,1,-
2022,344,CENTRO UNIVERSITÁRIO UNA,UNA,Centro Universitário,Privada com fins lucrativos,MG,87,1.0,3.0261,0.0,0.0,0.0,0.0,3.0261,4,1,-
2022,345,ESCOLA DE ENGENHARIA KENNEDY,EEK,Faculdade,Privada sem fins lucrativos,MG,1,1.0,2.9065,0.0,0.0,0.0,0.0,2.9065,3,1,-
2022,346,INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA,ISCA,Faculdade,Privada sem fins lucrativos,SP,8,1.0,2.1472,0.0,0.0,0.0,0.0,2.1472,3,1,-
2022,349,CENTRO UNIVERSITÁRIO DE BELO HORIZONTE,UNI-BH,Centro Universitário,Privada com fins lucrativos,MG,48,1.0,3.1173,0.0,0.0,0.0,0.0,3.1173,4,1,-
2022,351,FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,FCMMG,Faculdade,Privada sem fins lucrativos,MG,4,0.910546139,3.383452918,0.089453861,4.5,,,3.483332365,4,2,-
2022,352,CENTRO UNIVERSITÁRIO DE JOÃO PESSOA,UNIPÊ,Centro Universitário,Privada com fins lucrativos,PB,25,0.9931,2.9803,0.0069,4.0,0.0,0.0,2.9873,4,1,-
2022,353,FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,FEMPAR,Faculdade,Privada sem fins lucrativos,PR,1,0.896,1.2663,0.0486,4.5,0.0555,4.5,1.6027,2,1,X
2022,355,UNIVERSIDADE TUIUTI DO PARANÁ,UTP,Universidade,Privada com fins lucrativos,PR,33,0.9319,3.1942,0.0399,4.5812,0.0283,4.6028,3.2893,4,1,-
2022,360,CENTRO UNIVERSITÁRIO PAULISTANO,UNIPAULISTANA,Centro Universitário,Privada sem fins lucrativos,SP,5,1.0,2.7047,0.0,0.0,0.0,0.0,2.7047,3,1,-
2022,361,Faculdade Paulista de Serviço Social de São Caetano do Sul,FAPSS,Faculdade,Privada sem fins lucrativos,SP,1,1.0,3.0921,0.0,0.0,0.0,0.0,3.0921,4,1,-
2022,362,FACULDADE PAULISTA DE SERVIÇO SOCIAL,FAPSS-SP.,Faculdade,Privada com fins lucrativos,SP,1,1.0,3.6497,0.0,0.0,0.0,0.0,3.6497,4,1,-
2022,363,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,Faculdade,Privada sem fins lucrativos,SP,3,1.0,2.2048,0.0,0.0,0.0,0.0,2.2048,3,1,-
2022,367,UNIVERSIDADE ESTADUAL DE MONTES CLAROS,UNIMONTES,Universidade,Pública Estadual,MG,50,0.80923361,2.760154611,0.125207756,4.452247191,0.065558633,4.913953488,3.113217838,4,2,-
2022,368,FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA,FEFISO,Faculdade,Privada sem fins lucrativos,SP,2,1.0,3.1912,0.0,0.0,0.0,0.0,3.1912,4,1,X
2022,370,FACULDADE PAULISTA DE ARTES,FPA,Faculdade,Privada sem fins lucrativos,SP,3,1.0,1.7817,0.0,0.0,0.0,0.0,1.7817,2,1,-
2022,371,FACULDADE DE MÚSICA CARLOS GOMES,FMCG,Faculdade,Privada com fins lucrativos,SP,1,1.0,1.2435,0.0,0.0,0.0,0.0,1.2435,2,1,-
2022,374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,Centro Universitário,Privada sem fins lucrativos,SP,91,0.9988,2.731,0.0012,4.0,0.0,0.0,2.7325,3,1,-
2022,375,UNIVERSIDADE SANTO AMARO,UNISA,Universidade,Privada sem fins lucrativos,SP,61,0.9903,2.6893,0.0072,4.3065,0.0025,4.5,2.7055,3,1,X
2022,376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,0,Centro Universitário,Privada com fins lucrativos,SP,56,1.0,2.492,0.0,0.0,0.0,0.0,2.492,3,1,-
2022,383,UNIVERSIDADE DA AMAZÔNIA,UNAMA,Universidade,Privada com fins lucrativos,PA,37,0.9566,2.6258,0.0238,4.2487,0.0196,4.5,2.7012,3,1,-
2022,384,Universidade Evangélica de Goiás,UNIEVANGÉLICA,Universidade,Privada sem fins lucrativos,GO,33,0.944107596,3.370104776,0.040679087,4.374407583,0.015213317,4.5,3.428148352,4,2,X
2022,385,UNIVERSIDADE SALVADOR,UNIFACS,Universidade,Privada com fins lucrativos,BA,87,0.9853,3.0329,0.0129,4.4,0.0017,4.5,3.0531,4,1,-
2022,386,CENTRO UNIVERSITÁRIO DE GOIÁS,UNI-ANHANGÜERA,Centro Universitário,Privada com fins lucrativos,GO,25,1.0,2.6711,0.0,0.0,0.0,0.0,2.6711,3,1,-
2022,387,UNIVERSIDADE CATÓLICA DOM BOSCO,UCDB,Universidade,Privada sem fins lucrativos,MS,45,0.8779,2.9494,0.0518,4.8986,0.0703,4.9239,3.1893,4,1,X
2022,396,Centro Universitário Ruy Barbosa Wyden,UniRuy Wyden,Centro Universitário,Privada com fins lucrativos,BA,23,1.0,2.7312,0.0,0.0,0.0,0.0,2.7312,3,1,-
2022,398,UNIVERSIDADE TIRADENTES,UNIT,Universidade,Privada com fins lucrativos,SE,49,0.9455,2.6832,0.0286,4.8105,0.0259,4.9553,2.803,3,1,-
2022,402,CENTRO UNIVERSITÁRIO DE BRASÍLIA,UNICEUB,Centro Universitário,Privada sem fins lucrativos,DF,45,0.948597538,2.991012399,0.029508821,4.756756757,0.021893641,5.0,3.087101487,4,2,-
2022,403,UNIVERSIDADE CATÓLICA DE BRASÍLIA,UCB,Universidade,Privada sem fins lucrativos,DF,45,0.777,3.3757,0.1431,4.7075,0.0798,4.814,3.6812,4,1,X
2022,404,FACULDADES INTEGRADAS DA UPIS,UPIS,Faculdade,Privada sem fins lucrativos,DF,11,1.0,2.303635198,,,,,2.303635198,3,2,-
2022,405,FOCCA - FACULDADE DE OLINDA,FOCCA,Faculdade,Privada sem fins lucrativos,PE,5,1.0,1.9492,0.0,0.0,0.0,0.0,1.9492,3,1,-
2022,409,UNIVERSIDADE DE PERNAMBUCO,UPE,Universidade,Pública Estadual,PE,54,0.8284,3.0081,0.1254,4.5262,0.0462,4.6431,3.2741,4,1,-
2022,410,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,FCHE,Faculdade,Privada sem fins lucrativos,PE,9,1.0,2.8743,0.0,0.0,0.0,0.0,2.8743,3,1,X
2022,415,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA SÃO PAULO,FCMSCSP,Faculdade,Privada sem fins lucrativos,SP,4,0.6061,3.7006,0.2585,4.4472,0.1354,4.4741,3.9984,5,1,-
2022,416,FACULDADE DE SÃO PAULO,FASP,Faculdade,Privada com fins lucrativos,SP,4,1.0,1.9006,0.0,0.0,0.0,0.0,1.9006,2,1,-
2022,417,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,Universidade,Privada com fins lucrativos,SP,87,0.9919,2.8078,0.0049,4.8217,0.0032,4.9241,2.8245,3,1,-
2022,420,UNIVERSIDADE DE MARÍLIA,UNIMAR,Universidade,Privada com fins lucrativos,SP,31,0.9112,3.0939,0.0404,4.7785,0.0484,5.0,3.2542,4,1,-
2022,423,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES,URI,Universidade,Privada sem fins lucrativos,RS,86,0.9192,2.7014,0.0554,4.4959,0.0253,4.5,2.8465,3,1,X
2022,426,UNIVERSIDADE FRANCISCANA,UFN,Universidade,Privada sem fins lucrativos,RS,23,0.794714792,3.569268164,0.145987754,4.467948718,0.059297454,4.710526316,3.768138222,4,2,-
2022,430,CENTRO UNIVERSITÁRIO FILADÉLFIA,UNIFIL,Centro Universitário,Privada sem fins lucrativos,PR,24,1.0,2.57,0.0,0.0,0.0,0.0,2.57,3,1,-
2022,431,FACULDADE DE MEDICINA DE MARÍLIA,FAMEMA,Faculdade,Pública Estadual,SP,2,0.7702,3.3405,0.2298,4.5,0.0,0.0,3.607,4,1,-
2022,432,FACULDADE PARANAENSE,FACCAR,Faculdade,Privada sem fins lucrativos,PR,4,1.0,1.600845578,,,,,1.600845578,2,2,-
2022,434,FACULDADE SANTA MARCELINA,FASM,Faculdade,Privada sem fins lucrativos,SP,7,1.0,2.2,0.0,0.0,0.0,0.0,2.2,3,1,X
2022,435,FACULDADE SANTA MARCELINA MURIAÉ - FASM,FASM,Faculdade,Privada sem fins lucrativos,MG,7,1.0,1.8144,0.0,0.0,0.0,0.0,1.8144,2,1,X
2022,437,UNIVERSIDADE PARANAENSE,UNIPAR,Universidade,Privada sem fins lucrativos,PR,87,0.9702,2.5788,0.0183,4.6111,0.0115,4.7208,2.6407,3,1,-
2022,438,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ITUVERAVA,FFCL,Faculdade,Privada sem fins lucrativos,SP,8,1.0,2.48,0.0,0.0,0.0,0.0,2.48,3,1,-
2022,439,FACULDADE DOUTOR FRANCISCO MAEDA,FAFRAM,Faculdade,Privada sem fins lucrativos,SP,5,1.0,2.3407,0.0,0.0,0.0,0.0,2.3407,3,1,-
2022,440,FACULDADE DE DIREITO DE ITÚ,FADITU,Faculdade,Privada com fins lucrativos,SP,3,1.0,1.8086,0.0,0.0,0.0,0.0,1.8086,2,1,-
2022,441,UNIVERSIDADE DO CONTESTADO,UNC,Universidade,Especial,SC,35,0.9506,2.2539,0.0427,4.1711,0.0067,4.5,2.3509,3,1,-
2022,446,UNIVERSIDADE DE CRUZ ALTA,UNICRUZ,Universidade,Privada sem fins lucrativos,RS,18,0.915135608,2.531983352,0.070866142,4.370967742,0.01399825,4.5,2.68985387,3,2,X
2022,448,CENTRO UNIVERSITÁRIO RITTER DOS REIS,UNIRITTER,Centro Universitário,Privada com fins lucrativos,RS,74,0.9978,2.8657,0.0022,4.0,0.0,0.0,2.8682,3,1,-
2022,449,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,Universidade,Privada sem fins lucrativos,RS,126,0.9424,2.8331,0.0276,4.5589,0.0301,4.7566,2.9386,3,1,-
2022,450,Centro Universitário São Lucas Ji-Paraná,UniSL - Ji-Paraná,Centro Universitário,Privada com fins lucrativos,RO,13,1.0,2.4481,0.0,0.0,0.0,0.0,2.4481,3,1,-
2022,451,CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM,CEULS,Centro Universitário,Privada sem fins lucrativos,PA,9,1.0,2.2918,0.0,0.0,0.0,0.0,2.2918,3,1,-
2022,452,CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS,CEULM/ULBRA,Centro Universitário,Privada sem fins lucrativos,AM,10,1.0,2.6119,0.0,0.0,0.0,0.0,2.6119,3,1,-
2022,453,CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS,CEULP,Centro Universitário,Privada sem fins lucrativos,TO,17,1.0,3.13627821,,,,,3.13627821,4,2,-
2022,454,FACULDADE CAMAQÜENSE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS,FACCCA,Faculdade,Privada sem fins lucrativos,RS,3,1.0,2.0863,0.0,0.0,0.0,0.0,2.0863,3,1,-
2022,456,CENTRO UNIVERSITÁRIO SANT¿ANNA,UNISANT'ANNA,Centro Universitário,Privada sem fins lucrativos,SP,19,1.0,2.681902679,,,,,2.681902679,3,2,X
2022,457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,UNIAN - SP,Universidade,Privada com fins lucrativos,,65,0.9863,2.3859,0.0077,4.1443,0.006,4.3305,2.4111,3,1,-
2022,458,UNIVERSIDADE IBIRAPUERA,UNIB,Universidade,Privada sem fins lucrativos,SP,15,0.881,2.7248,0.1072,4.1107,0.0118,4.5,2.8943,3,1,-
2022,461,CENTRO UNIVERSITÁRIO ARMANDO ALVARES PENTEADO,FA-FAAP,Centro Universitário,Privada sem fins lucrativos,SP,12,1.0,2.5931,0.0,0.0,0.0,0.0,2.5931,3,1,X
2022,466,UNIVERSIDADE ANHEMBI MORUMBI,UAM,Universidade,Privada com fins lucrativos,SP,89,0.9907,2.9148,0.0043,4.6094,0.005,4.6444,2.9307,3,1,-
2022,472,UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY,UNIGRANRIO,Universidade,Privada com fins lucrativos,RJ,60,0.9616,3.0102,0.0228,4.5957,0.0155,4.6908,3.0725,4,1,-
2022,473,Centro Universitário Dom Bosco do Rio de Janeiro,FCEACDB,Centro Universitário,Privada sem fins lucrativos,RJ,6,1.0,2.811455923,,,,,2.811455923,3,2,-
2022,474,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,FFCLDB,Faculdade,Privada sem fins lucrativos,RJ,6,1.0,2.5908,0.0,0.0,0.0,0.0,2.5908,3,1,-
2022,475,FACULDADE DE MEDICINA DE PETRÓPOLIS,FMP,Faculdade,Privada sem fins lucrativos,RJ,1,1.0,2.1864,0.0,0.0,0.0,0.0,2.1864,3,1,X
2022,480,CENTRO UNIVERSITÁRIO SERRA DOS ÓRGÃOS,UNIFESO,Centro Universitário,Privada sem fins lucrativos,RJ,12,1.0,2.747978345,,,,,2.747978345,3,2,-
2022,481,Universidade Universus Veritas Guarulhos,Univeritas UNG,Universidade,Privada sem fins lucrativos,SP,52,0.9453,2.4432,0.0247,4.6164,0.03,4.892,2.5703,3,1,-
2022,482,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,Universidade,Privada sem fins lucrativos,SC,41,0.8359,2.6064,0.0911,4.504,0.073,4.7762,2.9376,3,1,X
2022,483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,UNIMESP,Centro Universitário,Privada sem fins lucrativos,SP,5,1.0,2.2958,0.0,0.0,0.0,0.0,2.2958,3,1,-
2022,489,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,UNIFOA,Centro Universitário,Privada sem fins lucrativos,RJ,21,0.9056,3.1357,0.0944,4.8611,0.0,0.0,3.2985,4,1,-
2022,490,CENTRO UNIVERSITÁRIO DE VALENÇA,CESVA,Centro Universitário,Privada sem fins lucrativos,RJ,19,1.0,3.610947309,,,,,3.610947309,4,2,X
2022,491,CENTRO UNIVERSITÁRIO DON DOMÊNICO,FECLE,Centro Universitário,Privada sem fins lucrativos,SP,6,1.0,2.4992,0.0,0.0,0.0,0.0,2.4992,3,1,-
2022,494,UNIVERSIDADE DO SUL DE SANTA CATARINA,UNISUL,Universidade,Privada sem fins lucrativos,SC,90,0.9353,2.9838,0.0363,4.7087,0.0284,4.8409,3.0991,4,1,X
2022,495,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,Faculdade,Pública Municipal,SP,8,1.0,1.8786,0.0,0.0,0.0,0.0,1.8786,2,1,-
2022,496,UNIVERSIDADE DE FRANCA,UNIFRAN,Universidade,Privada com fins lucrativos,SP,88,0.9849,2.7336,0.0077,4.6333,0.0075,4.7117,2.7629,3,1,-
