ano,codigo_da_ies,nome_da_ies,sigla_da_ies,organizacao_academica,categoria_administrativa,sigla_da_uf,no_de_cursos_com_cpc_no_trienio,alfa_(proporcao_de_graduacao),conceito_medio_de_graduacao,beta_(proporcao_de_mestrado_equivalente),conceito_medio_de_mestrado,gama_(proporcao_de_doutorandos_-_equivalente),conceito_medio_do_doutorado,igc_(continuo),igc_(faixa),(observacao),entidade_beneficiente_de_assistencia_social_(cebas)
2022,736,FACULDADE ANHANGUERA DE LINHARES,0,Faculdade,Privada com fins lucrativos,ES,17,1.0,2.4058,0.0,0.0,0.0,0.0,2.4058,3,1,-
2022,737,CENTRO UNIVERSITÁRIO SÃO CAMILO,SAO CAMILO,Centro Universitário,Privada sem fins lucrativos,SP,14,0.993467933,3.243260319,0.006532067,4.0,,,3.248203393,4,2,X
2022,738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA,FATEA,Centro Universitário,Privada sem fins lucrativos,SP,11,0.9233,2.3426,0.0767,4.5,0.0,0.0,2.508,3,1,X
2022,739,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,SÃO CAMILO-ES,Centro Universitário,Privada sem fins lucrativos,ES,14,1.0,2.8243,0.0,0.0,0.0,0.0,2.8243,3,1,X
2022,744,FACULDADE DE ANICUNS,FA,Faculdade,Pública Municipal,GO,4,1.0,2.5507,0.0,0.0,0.0,0.0,2.5507,3,1,-
2022,745,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL,IMESSM,Faculdade,Pública Municipal,SP,1,1.0,2.117020554,,,,,2.117020554,3,2,-
2022,746,UNIVERSIDADE REGIONAL DO CARIRI,URCA,Universidade,Pública Estadual,CE,27,0.9295,2.5043,0.0571,4.5291,0.0134,4.9811,2.6531,3,1,-
2022,749,CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA,CESVALE,Faculdade,Privada sem fins lucrativos,PI,3,1.0,3.5339,0.0,0.0,0.0,0.0,3.5339,4,1,-
2022,750,UNIVERSIDADE DE GURUPI,UnirG,Universidade,Pública Municipal,TO,15,1.0,1.8058,0.0,0.0,0.0,0.0,1.8058,2,1,-
2022,752,FACULDADE DE PARÁ DE MINAS,FAPAM,Faculdade,Privada sem fins lucrativos,MG,8,1.0,3.05125091,,,,,3.05125091,4,2,-
2022,753,FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL,FACHUSC,Faculdade,Especial,PE,7,1.0,1.6575,0.0,0.0,0.0,0.0,1.6575,2,1,-
2022,755,CENTRO DE ENSINO SUPERIOR DE JATAÍ,CESUT,Faculdade,Privada com fins lucrativos,GO,1,1.0,1.5337,0.0,0.0,0.0,0.0,1.5337,2,1,-
2022,756,UNIVERSIDADE ESTADUAL DO PIAUÍ,UESPI,Universidade,Pública Estadual,PI,88,0.9316,2.6087,0.0677,4.7507,0.0006,4.5,2.7549,3,1,-
2022,757,Centro Universitário da Amazônia,Unama,Centro Universitário,Privada com fins lucrativos,PA,11,1.0,2.614290693,,,,,2.614290693,3,2,-
2022,760,FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO,FCHPE,Faculdade,Privada com fins lucrativos,PE,3,1.0,1.9957,0.0,0.0,0.0,0.0,1.9957,3,1,-
2022,763,CENTRO UNIVERSITÁRIO DE GOIÂNIA,IUESO,Centro Universitário,Privada com fins lucrativos,GO,10,1.0,2.398096742,,,,,2.398096742,3,2,-
2022,764,FACULDADE PINHEIRO GUIMARÃES,FAPG,Faculdade,Privada sem fins lucrativos,RJ,1,1.0,1.9842,0.0,0.0,0.0,0.0,1.9842,3,1,-
2022,779,FACULDADE DE PONTA PORÃ,FAP,Faculdade,Privada com fins lucrativos,MS,1,1.0,1.9818,0.0,0.0,0.0,0.0,1.9818,3,1,-
2022,780,UNIVERSIDADE DE CUIABÁ,UNIC/UNIME,Universidade,Privada com fins lucrativos,MT,29,0.9688,2.7779,0.0203,4.3061,0.0109,4.5,2.8277,3,1,-
2022,781,FACULDADE ANHANGUERA DE RONDONÓPOLIS,0,Faculdade,Privada com fins lucrativos,MT,16,1.0,2.1876,0.0,0.0,0.0,0.0,2.1876,3,1,-
2022,785,FACULDADE DE EDUCAÇÃO DE TANGARÁ DA SERRA,0,Faculdade,Privada com fins lucrativos,MT,1,1.0,2.3071,0.0,0.0,0.0,0.0,2.3071,3,1,-
2022,788,FACULDADE DE RONDÔNIA,FARO,Faculdade,Privada sem fins lucrativos,RO,2,1.0,2.4614,0.0,0.0,0.0,0.0,2.4614,3,1,-
2022,789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Universidade,Pública Federal,RR,32,0.8177,3.0051,0.1475,4.38,0.0348,4.5988,3.2633,4,1,-
2022,790,Faculdade Israelita de Ciências da Saúde Albert Einstein,FICSAE,Faculdade,Privada sem fins lucrativos,SP,1,0.4733,3.3821,0.4006,4.3052,0.126,4.5,3.8928,4,1,-
2022,792,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,CESUPA,Centro Universitário,Privada sem fins lucrativos,PA,11,0.9504,3.223,0.0496,4.3153,0.0,0.0,3.2772,4,1,-
2022,793,Centro Universitário Estácio de São Paulo,ESTÁCIO SÃO PAULO,Centro Universitário,Privada com fins lucrativos,SP,32,1.0,2.5097,0.0,0.0,0.0,0.0,2.5097,3,1,-
2022,794,CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE,UNIVAG,Centro Universitário,Privada sem fins lucrativos,MT,31,0.997614035,3.469755231,0.002385965,4.0,,,3.471020376,4,2,-
2022,795,FACULDADES INTEGRADAS DE DIAMANTINO,FID,Faculdade,Privada sem fins lucrativos,MT,1,1.0,1.4627,0.0,0.0,0.0,0.0,1.4627,2,1,-
2022,796,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO,EDUVALE,Faculdade,Privada com fins lucrativos,MT,4,1.0,3.2334,0.0,0.0,0.0,0.0,3.2334,4,1,-
2022,797,Faculdade Favoo coop,AVEC,Faculdade,Privada com fins lucrativos,RO,2,1.0,1.614214594,,,,,1.614214594,2,2,-
2022,798,FACULDADES INTEGRADAS DE ARACRUZ,FAACZ,Faculdade,Privada sem fins lucrativos,ES,10,1.0,2.374,0.0,0.0,0.0,0.0,2.374,3,1,X
2022,802,CENTRO UNIVERSITÁRIO UNICARIOCA,UNICARIOCA,Centro Universitário,Privada sem fins lucrativos,RJ,31,0.9488,3.2803,0.0512,4.5,0.0,0.0,3.3428,4,1,X
2022,809,FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE,FADILESTE,Faculdade,Privada sem fins lucrativos,MG,1,1.0,1.6824,0.0,0.0,0.0,0.0,1.6824,2,1,-
2022,810,CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE,CTESOP,Faculdade,Privada com fins lucrativos,PR,5,1.0,2.554638777,,,,,2.554638777,3,2,-
2022,823,UNIVERSIDADE CEUMA,UNICEUMA,Universidade,Privada sem fins lucrativos,MA,45,0.9654,2.8092,0.0242,4.2376,0.0105,4.619,2.8626,3,1,-
2022,824,CENTRO UNIVERSITÁRIO DE GOIATUBA,UNICERRADO,Centro Universitário,Pública Municipal,GO,11,1.0,2.826713388,,,,,2.826713388,3,2,-
2022,825,FACULDADE PRESBITERIANA GAMMON,FAGAMMON,Faculdade,Privada sem fins lucrativos,MG,4,1.0,2.6723,0.0,0.0,0.0,0.0,2.6723,3,1,X
2022,826,CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE,UNIDESC,Centro Universitário,Privada com fins lucrativos,GO,10,1.0,2.5725,0.0,0.0,0.0,0.0,2.5725,3,1,-
2022,828,FACULDADE DE SÃO LOURENÇO,FASAMA,Faculdade,Privada com fins lucrativos,MG,11,1.0,2.6609,0.0,0.0,0.0,0.0,2.6609,3,1,-
2022,829,UNIVERSIDADE ESTADUAL DO TOCANTINS,UNITINS,Universidade,Pública Estadual,TO,12,1.0,2.786,0.0,0.0,0.0,0.0,2.786,3,1,-
2022,830,UNIVERSIDADE FEDERAL DO AMAPÁ,UNIFAP,Universidade,Pública Federal,AP,40,0.878808796,2.657988284,0.102751208,4.290591806,0.018439996,4.730263158,2.863953008,3,2,-
2022,832,FACULDADE ARQUIDIOCESANA DE CURVELO,FAC,Faculdade,Privada sem fins lucrativos,MG,3,1.0,2.1321,0.0,0.0,0.0,0.0,2.1321,3,1,-
2022,843,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI,FATEB,Faculdade,Pública Municipal,SP,1,1.0,2.0369,0.0,0.0,0.0,0.0,2.0369,3,1,-
2022,845,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,FAC-FEA,Centro Universitário,Pública Municipal,SP,4,1.0,2.5091,0.0,0.0,0.0,0.0,2.5091,3,1,-
2022,847,FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS,FPPD,Faculdade,Privada sem fins lucrativos,PI,1,1.0,1.8374,0.0,0.0,0.0,0.0,1.8374,2,1,-
2022,849,FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA,FAJE,Faculdade,Privada sem fins lucrativos,MG,3,0.4223,3.6194,0.3252,4.7885,0.2524,5.0,4.3481,5,1,X
2022,852,FIAP - Centro Universitário,FIAP,Centro Universitário,Privada com fins lucrativos,SP,16,1.0,3.391961663,,,,,3.391961663,4,2,-
2022,861,CENTRO DE ENSINO SUPERIOR DO AMAPÁ,CEAP,Faculdade,Privada com fins lucrativos,AP,7,1.0,2.2338,0.0,0.0,0.0,0.0,2.2338,3,1,-
2022,862,FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE,FESCG,Faculdade,Privada com fins lucrativos,MS,12,1.0,2.371862848,,,,,2.371862848,3,2,-
2022,873,FACULDADES UNIFICADAS DE FOZ DO IGUAÇU,UNIFOZ,Faculdade,Privada com fins lucrativos,PR,2,1.0,1.4341,0.0,0.0,0.0,0.0,1.4341,2,1,-
2022,877,FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU,FEPI,Faculdade,Privada com fins lucrativos,PR,1,1.0,1.5291,0.0,0.0,0.0,0.0,1.5291,2,1,-
2022,878,Centro Universitário Católica do Leste de Minas Gerais,UNILESTEMG,Centro Universitário,Privada sem fins lucrativos,MG,22,1.0,3.281377749,,,,,3.281377749,4,2,X
2022,882,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI,IMESB,Faculdade,Pública Municipal,SP,5,1.0,3.1011,0.0,0.0,0.0,0.0,3.1011,4,1,-
2022,890,ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO,EG,Faculdade,Pública Estadual,MG,1,1.0,4.113348603,,,,,4.113348603,5,2,-
2022,898,Centro Universitário Unisan,UNISANTARITA,Centro Universitário,Privada sem fins lucrativos,SP,11,1.0,3.190236906,,,,,3.190236906,4,2,-
2022,905,FACULDADE ESCOLA PAULISTA DE DIREITO,FACEPD,Faculdade,Privada com fins lucrativos,SP,1,0.833550065,3.35929788,0.166449935,4.0,,,3.465942706,4,2,-
2022,910,FACULDADE SANTA LÚCIA,FCACSL,Faculdade,Privada sem fins lucrativos,SP,3,1.0,2.9942,0.0,0.0,0.0,0.0,2.9942,4,1,-
2022,913,FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR,FIPAR,Faculdade,Privada sem fins lucrativos,MS,2,1.0,2.5576,0.0,0.0,0.0,0.0,2.5576,3,1,-
2022,915,FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL,FAFS,Faculdade,Privada sem fins lucrativos,MS,3,1.0,1.7843,0.0,0.0,0.0,0.0,1.7843,2,1,-
2022,916,FACULDADE ESTÁCIO DE TERESINA,ESTÁCIO TERESINA,Faculdade,Privada com fins lucrativos,PI,13,1.0,2.4062,0.0,0.0,0.0,0.0,2.4062,3,1,-
2022,918,CENTRO UNIVERSITÁRIO UNIVEL,0,Centro Universitário,Privada com fins lucrativos,PR,19,1.0,3.014356458,,,,,3.014356458,4,2,-
2022,922,FACULDADE REGES DE DRACENA,FCGD,Faculdade,Privada sem fins lucrativos,SP,3,1.0,3.376198587,,,,,3.376198587,4,2,-
2022,923,CENTRO UNIVERSITÁRIO SÃO ROQUE,FACCSR,Centro Universitário,Privada sem fins lucrativos,SP,7,1.0,2.570228233,,,,,2.570228233,3,2,-
2022,926,Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande,0,Centro Universitário,Privada com fins lucrativos,MS,18,1.0,2.5131,0.0,0.0,0.0,0.0,2.5131,3,1,-
2022,939,FACULDADE CATÓLICA DE ANÁPOLIS,CATÓLICA DE ANÁP,Faculdade,Privada sem fins lucrativos,GO,4,1.0,1.882655794,,,,,1.882655794,2,2,-
2022,940,Faculdades Magsul,FAMAG,Faculdade,Privada sem fins lucrativos,MS,4,1.0,2.0478,0.0,0.0,0.0,0.0,2.0478,3,1,-
2022,944,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO,ESPM,Faculdade,Privada sem fins lucrativos,RJ,4,0.9421,3.188,0.0579,4.5,0.0,0.0,3.264,4,1,-
2022,945,Faculdade Funorte de Januária,0,Faculdade,Privada com fins lucrativos,MG,1,1.0,2.5352,0.0,0.0,0.0,0.0,2.5352,3,1,-
2022,952,UNIVERSIDADE SANTA CECÍLIA,UNISANTA,Universidade,Privada sem fins lucrativos,SP,34,0.9791,2.8938,0.0196,4.0966,0.0013,4.5,2.9195,3,1,-
2022,953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,Universidade,Privada sem fins lucrativos,SP,40,0.9897,2.5594,0.0103,4.0826,0.0,0.0,2.5751,3,1,-
2022,967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,FATEC/TQ,Faculdade,Pública Estadual,SP,2,1.0,2.4992,0.0,0.0,0.0,0.0,2.4992,3,1,-
2022,976,FACULDADES INTEGRADAS DE PONTA PORÃ,FIP,Faculdade,Privada sem fins lucrativos,,2,1.0,2.2921,0.0,0.0,0.0,0.0,2.2921,3,1,-
2022,985,FACULDADE EVANGÉLICA DE RUBIATABA,FER,Faculdade,Privada com fins lucrativos,,2,1.0,3.320490461,,,,,3.320490461,4,2,X
2022,989,ESCOLA SUPERIOR EM MEIO AMBIENTE,ESMA,Faculdade,Privada sem fins lucrativos,MG,2,1.0,1.5513,0.0,0.0,0.0,0.0,1.5513,2,1,-
2022,994,Faculdade de Duque de Caxias,FDC,Faculdade,Privada sem fins lucrativos,RJ,1,1.0,1.899,0.0,0.0,0.0,0.0,1.899,2,1,-
2022,997,Centro Universitário de Bauru,0,Centro Universitário,Privada sem fins lucrativos,SP,8,0.8055,2.7075,0.0958,5.0,0.0987,5.0,3.1534,4,1,-
2022,1012,FACULDADE DO SERTÃO DO PAJEÚ,FASP,Faculdade,Especial,PE,5,1.0,2.3371,0.0,0.0,0.0,0.0,2.3371,3,1,-
2022,1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC,BOM JESUS/IELUSC,Faculdade,Privada sem fins lucrativos,SC,8,1.0,2.5696,0.0,0.0,0.0,0.0,2.5696,3,1,X
2022,1019,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU,FACTU,Faculdade,Privada sem fins lucrativos,MG,7,1.0,2.403058524,,,,,2.403058524,3,2,-
2022,1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,FACET,Faculdade,Privada sem fins lucrativos,PE,2,1.0,2.522,0.0,0.0,0.0,0.0,2.522,3,1,-
2022,1027,UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO,UENF,Universidade,Pública Estadual,RJ,17,0.564269884,3.352196957,0.19576459,4.811881188,0.239965526,4.848988439,3.997129797,5,2,-
2022,1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,UEMS,Universidade,Pública Estadual,MS,50,0.8283,2.6603,0.1457,4.291,0.026,4.7929,2.9533,4,1,-
2022,1030,Centro Universitário IBMEC,IBMEC,Centro Universitário,Privada com fins lucrativos,RJ,14,0.9432,3.3109,0.0568,4.5,0.0,0.0,3.3785,4,1,-
2022,1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,UNISAL,Centro Universitário,Privada sem fins lucrativos,SP,46,0.996908558,2.672800395,0.003091442,4.0,,,2.676903355,3,2,X
2022,1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,UEMG,Universidade,Pública Estadual,MG,100,0.9618,2.5399,0.0299,4.3853,0.0083,5.0,2.6156,3,1,-
2022,1038,FACULDADES INTEGRADAS DE TRÊS LAGOAS,AEMS,Faculdade,Privada sem fins lucrativos,MS,25,1.0,2.818,0.0,0.0,0.0,0.0,2.818,3,1,-
2022,1041,UNIVERSIDADE DO VALE DO TAQUARI,UNIVATES,Universidade,Privada sem fins lucrativos,RS,53,0.879250335,3.594506709,0.059036145,4.61928934,0.061713521,4.840116279,3.731876876,4,2,-
2022,1042,UNIVERSIDADE POSITIVO,UP,Universidade,Privada com fins lucrativos,PR,63,0.9674,2.9345,0.0128,4.428,0.0198,4.723,2.989,4,1,-
2022,1043,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO,FHO,Centro Universitário,Privada sem fins lucrativos,SP,22,0.976858747,2.878268105,0.023141253,4.5,,,2.915797014,3,2,X
2022,1045,CENTRO UNIVERSITÁRIO ANHANGÜERA,UNIFIAN,Centro Universitário,Privada com fins lucrativos,SP,15,1.0,2.4633,0.0,0.0,0.0,0.0,2.4633,3,1,-
2022,1046,UNIÃO DAS FACULDADES DOS GRANDES LAGOS,UNILAGO,Faculdade,Privada sem fins lucrativos,SP,31,1.0,3.0574,0.0,0.0,0.0,0.0,3.0574,4,1,-
2022,1048,FACULDADE CAMPOS ELÍSEOS,FCE,Faculdade,Privada sem fins lucrativos,SP,7,1.0,2.3353,0.0,0.0,0.0,0.0,2.3353,3,1,-
2022,1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,CESF,Faculdade,Privada sem fins lucrativos,AM,9,1.0,2.3393,0.0,0.0,0.0,0.0,2.3393,3,1,-
2022,1051,FACULDADE DA SEUNE,SEUNE,Faculdade,Privada com fins lucrativos,AL,4,1.0,2.0454,0.0,0.0,0.0,0.0,2.0454,3,1,-
2022,1053,Centro Universitário de Excelência,0,Centro Universitário,Privada com fins lucrativos,BA,13,1.0,3.271469149,,,,,3.271469149,4,2,-
2022,1055,Centro Universitário Maurício de Nassau de Salvador,Uninassau Salvador,Centro Universitário,Privada sem fins lucrativos,BA,19,1.0,2.6387,0.0,0.0,0.0,0.0,2.6387,3,1,-
2022,1058,Centro Universitário Estácio da Bahia,Estácio FIB,Centro Universitário,Privada com fins lucrativos,BA,26,1.0,2.454,0.0,0.0,0.0,0.0,2.454,3,1,-
2022,1059,FACULDADE LOURENÇO FILHO,FLF,Faculdade,Privada com fins lucrativos,CE,4,1.0,2.6092,0.0,0.0,0.0,0.0,2.6092,3,1,-
2022,1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,IESB,Centro Universitário,Privada com fins lucrativos,DF,50,0.9853,2.8228,0.0147,4.0,0.0,0.0,2.8401,3,1,-
2022,1063,Faculdade Doctum de Vila Velha,DOCTUM,Faculdade,Privada sem fins lucrativos,ES,1,1.0,2.298625653,,,,,2.298625653,3,2,-
2022,1064,Faculdade Doctum de Vitória,DOCTUM,Faculdade,Privada sem fins lucrativos,ES,3,1.0,2.752,0.0,0.0,0.0,0.0,2.752,3,1,-
2022,1067,FACULDADE DE JUSSARA,FAJ,Faculdade,Privada com fins lucrativos,GO,3,1.0,2.775,0.0,0.0,0.0,0.0,2.775,3,1,-
2022,1068,FACULDADE ALDETE MARIA ALVES,FAMA,Faculdade,Privada sem fins lucrativos,MG,6,1.0,3.0221,0.0,0.0,0.0,0.0,3.0221,4,1,-
2022,1070,FACULDADE CNEC UNAÍ,0,Faculdade,Privada sem fins lucrativos,MG,4,1.0,1.8936,0.0,0.0,0.0,0.0,1.8936,2,1,X
2022,1075,CENTRO UNIVERSITÁRIO - UNIESP,IESP,Centro Universitário,Privada com fins lucrativos,PB,21,1.0,2.5956,0.0,0.0,0.0,0.0,2.5956,3,1,-
2022,1076,FACULDADE CATÓLICA DA PARAÍBA,FAFIC,Faculdade,Privada sem fins lucrativos,PB,6,1.0,2.2871,0.0,0.0,0.0,0.0,2.2871,3,1,-
2022,1077,Centro Universitário Estácio do Recife,0,Centro Universitário,Privada com fins lucrativos,PE,22,1.0,2.4541,0.0,0.0,0.0,0.0,2.4541,3,1,-
2022,1078,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,0,Centro Universitário,Privada com fins lucrativos,PR,27,1.0,3.093905525,,,,,3.093905525,4,2,-
2022,1079,FACULDADE MARINGÁ,CESPAR,Faculdade,Privada sem fins lucrativos,PR,4,1.0,2.4707,0.0,0.0,0.0,0.0,2.4707,3,1,-
2022,1080,CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO,FASE,Centro Universitário,Privada sem fins lucrativos,RJ,7,1.0,3.441021641,,,,,3.441021641,4,2,X
2022,1081,FACULDADE DE ENGENHARIA DE RESENDE,FER,Faculdade,Privada sem fins lucrativos,RJ,5,1.0,2.3243,0.0,0.0,0.0,0.0,2.3243,3,1,-
2022,1082,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE",IFRN,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,RN,27,0.8641,2.909,0.106,4.3846,0.03,5.0,3.1281,4,1,-
2022,1084,CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES,FACEBG,Centro Universitário,Privada sem fins lucrativos,RS,6,1.0,3.092495308,,,,,3.092495308,4,2,X
2022,1085,FACULDADE METODISTA CENTENÁRIO,FMC,Faculdade,Privada sem fins lucrativos,RS,2,1.0,2.6398,0.0,0.0,0.0,0.0,2.6398,3,1,-
2022,1087,CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO,FIMCA,Centro Universitário,Privada sem fins lucrativos,RO,17,1.0,2.323976571,,,,,2.323976571,3,2,-
2022,1090,FACULDADE SÃO LUÍS DE FRANÇA,FSLF,Faculdade,Privada com fins lucrativos,SE,3,1.0,2.9534,0.0,0.0,0.0,0.0,2.9534,4,1,-
2022,1092,FACULDADES INTEGRADAS DE BAURU,FIB,Faculdade,Privada com fins lucrativos,SP,15,1.0,3.0852,0.0,0.0,0.0,0.0,3.0852,4,1,-
2022,1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,FAPE,Faculdade,Privada com fins lucrativos,SP,1,1.0,2.3366,0.0,0.0,0.0,0.0,2.3366,3,1,-
2022,1100,Centro Universitário Carlos Drummond de Andrade,UniDrummond,Centro Universitário,Privada sem fins lucrativos,SP,16,1.0,2.7681,0.0,0.0,0.0,0.0,2.7681,3,1,-
2022,1107,Centro Universitário Estácio do Ceará,Estácio FIC,Centro Universitário,Privada com fins lucrativos,CE,35,1.0,2.6645,0.0,0.0,0.0,0.0,2.6645,3,1,-
2022,1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,UNIEURO,Centro Universitário,Privada com fins lucrativos,DF,26,1.0,3.240442451,,,,,3.240442451,4,2,-
2022,1115,FACULDADE SANTA TEREZINHA,CEST,Faculdade,Privada sem fins lucrativos,MA,9,1.0,2.9765,0.0,0.0,0.0,0.0,2.9765,4,1,-
2022,1118,FACULDADE DE MIRASSOL,0,Faculdade,Privada com fins lucrativos,SP,2,1.0,1.978600674,,,,,1.978600674,3,2,-
2022,1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,RJ,18,0.8529,2.7519,0.1334,4.3023,0.0136,4.5,2.9826,4,1,-
2022,1122,FACULDADE REGES DE OSVALDO CRUZ,0,Faculdade,Privada sem fins lucrativos,SP,2,1.0,3.4695,0.0,0.0,0.0,0.0,3.4695,4,1,-
2022,1125,FACULDADES INTEGRADAS ESPÍRITA,FIES,Faculdade,Privada sem fins lucrativos,PR,2,1.0,2.8705,0.0,0.0,0.0,0.0,2.8705,3,1,-
2022,1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Universidade,Pública Estadual,PR,53,0.7545,3.465,0.1583,4.4615,0.0871,4.5315,3.7157,4,1,-
2022,1128,UNIVERSIDADE DE ITAÚNA,UI,Universidade,Privada sem fins lucrativos,MG,12,0.956448911,2.494005086,0.028475712,4.5,0.015075377,4.5,2.581368348,3,2,X
2022,1129,CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO,UNORP,Centro Universitário,Privada sem fins lucrativos,SP,14,1.0,2.4687,0.0,0.0,0.0,0.0,2.4687,3,1,-
2022,1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,UNIFSA,Centro Universitário,Privada com fins lucrativos,PI,12,1.0,2.7325,0.0,0.0,0.0,0.0,2.7325,3,1,-
2022,1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,FACIG,Faculdade,Privada sem fins lucrativos,PE,4,1.0,2.2471,0.0,0.0,0.0,0.0,2.2471,3,1,-
2022,1141,CENTRO UNIVERSITÁRIO GAMA E SOUZA,0,Centro Universitário,Privada sem fins lucrativos,RJ,19,1.0,2.577140967,,,,,2.577140967,3,2,-
2022,1142,FACULDADE DE DIREITO DE VITÓRIA,FDV,Faculdade,Privada com fins lucrativos,ES,1,0.596867271,4.085470961,0.230008244,5.0,0.173124485,5.0,4.454147548,5,2,-
2022,1143,Faculdade de Ciências de Timbaúba,FACET,Faculdade,Privada sem fins lucrativos,PE,1,1.0,1.6565,0.0,0.0,0.0,0.0,1.6565,2,1,-
2022,1144,FACULDADE DE CIÊNCIAS HUMANAS,IMENSU,Faculdade,Privada sem fins lucrativos,SP,1,1.0,1.3236,0.0,0.0,0.0,0.0,1.3236,2,1,-
2022,1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Centro Universitário,Privada com fins lucrativos,SP,43,1.0,3.1014,0.0,0.0,0.0,0.0,3.1014,4,1,-
2022,1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,FANESE,Faculdade,Privada com fins lucrativos,SE,10,1.0,2.3229,0.0,0.0,0.0,0.0,2.3229,3,1,-
2022,1153,UNIVERSIDADE CÂNDIDO MENDES,UCAM,Universidade,Privada sem fins lucrativos,RJ,56,0.9656,2.176,0.0283,4.3049,0.0061,5.0,2.2535,3,1,-
2022,1155,FACULDADE SALESIANA DE SANTA TERESA,FSST,Faculdade,Privada sem fins lucrativos,MS,1,1.0,2.2529,0.0,0.0,0.0,0.0,2.2529,3,1,X
2022,1156,Faculdade CNEC Alberto Torres,0,Faculdade,Privada sem fins lucrativos,RJ,3,1.0,2.30309614,,,,,2.30309614,3,2,X
2022,1157,ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS,ESFA,Faculdade,Privada sem fins lucrativos,ES,4,1.0,1.9583,0.0,0.0,0.0,0.0,1.9583,3,1,X
2022,1159,CENTRO DE ENSINO SUPERIOR DE VITÓRIA,CESV,Faculdade,Privada com fins lucrativos,ES,2,1.0,1.8065,0.0,0.0,0.0,0.0,1.8065,2,1,-
